label,taxon,superorder,order,family,genus,note
Reinwardtipicus,PICIFORMES_Picidae_Reinwardtipicus_validus,Afroaves,PICIFORMES,Picidae,Reinwardtipicus,monotypic
Sasia,PICIFORMES_Picidae_Sasia_abnormis,Afroaves,PICIFORMES,Picidae,Sasia,mono
Sphyrapicus,PICIFORMES_Picidae_Sphyrapicus_thyroideus,Afroaves,PICIFORMES,Picidae,Sphyrapicus,mono
Veniliornis,PICIFORMES_Picidae_Veniliornis_cassini,Afroaves,PICIFORMES,Picidae,Veniliornis,mono
Verreauxia,PICIFORMES_Picidae_Verreauxia_africana,Afroaves,PICIFORMES,Picidae,Verreauxia,monotypic
Xiphidiopicus,PICIFORMES_Picidae_Xiphidiopicus_percussus,Afroaves,PICIFORMES,Picidae,Xiphidiopicus,monotypic
Yungipicus,PICIFORMES_Picidae_Yungipicus_kizuki,Afroaves,PICIFORMES,Picidae,Yungipicus,mono
Pteroglossus,PICIFORMES_Ramphastidae_Pteroglossus_bailloni,Afroaves,PICIFORMES,Ramphastidae,Pteroglossus,monotypic
Ramphastos,PICIFORMES_Ramphastidae_Ramphastos_tucanus,Afroaves,PICIFORMES,Ramphastidae,Ramphastos,monotypic
Semnornis,PICIFORMES_Semnornithidae_Semnornis_frantzii,Afroaves,PICIFORMES,Semnornithidae,Semnornis,monotypic
Batrachostomus,PODARGIFORMES_Podargidae_Batrachostomus_septimus,Strisores,PODARGIFORMES,Podargidae,Batrachostomus,monotypic
Podargus,PODARGIFORMES_Podargidae_Podargus_strigoides,Strisores,PODARGIFORMES,Podargidae,Podargus,monotypic
Podiceps,PODICIPEDIFORMES_Podicipedidae_Podiceps_auritus,Mirandornithes,PODICIPEDIFORMES,Podicipedidae,Podiceps,mono
Phoebastria,PROCELLARIIFORMES_Diomedeidae_Phoebastria_albatrus,Phaethoquornithes,PROCELLARIIFORMES,Diomedeidae,Phoebastria,mono
Hydrobates,PROCELLARIIFORMES_Hydrobatidae_Hydrobates_tethys,Phaethoquornithes,PROCELLARIIFORMES,Hydrobatidae,Hydrobates,monotypic
Oceanites,PROCELLARIIFORMES_Oceanitidae_Oceanites_oceanicus,Phaethoquornithes,PROCELLARIIFORMES,Oceanitidae,Oceanites,monotypic
Ardenna,PROCELLARIIFORMES_Procellariidae_Ardenna_grisea,Phaethoquornithes,PROCELLARIIFORMES,Procellariidae,Ardenna,monotypic
Fulmarus,PROCELLARIIFORMES_Procellariidae_Fulmarus_glacialis,Phaethoquornithes,PROCELLARIIFORMES,Procellariidae,Fulmarus,monotypic
Pelecanoides,PROCELLARIIFORMES_Procellariidae_Pelecanoides_urinatrix,Phaethoquornithes,PROCELLARIIFORMES,Procellariidae,Pelecanoides,monotypic
Cacatua,PSITTACIFORMES_Cacatuidae_Cacatua_alba,Australaves,PSITTACIFORMES,Cacatuidae,Cacatua,mono
Callocephalon,PSITTACIFORMES_Cacatuidae_Callocephalon_fimbriatum,Australaves,PSITTACIFORMES,Cacatuidae,Callocephalon,monotypic
Calyptorhynchus,PSITTACIFORMES_Cacatuidae_Calyptorhynchus_banksii,Australaves,PSITTACIFORMES,Cacatuidae,Calyptorhynchus,mono
Eolophus,PSITTACIFORMES_Cacatuidae_Eolophus_roseicapilla,Australaves,PSITTACIFORMES,Cacatuidae,Eolophus,monotypic
Lophochroa,PSITTACIFORMES_Cacatuidae_Lophochroa_leadbeateri,Australaves,PSITTACIFORMES,Cacatuidae,Lophochroa,monotypic
Nymphicus,PSITTACIFORMES_Cacatuidae_Nymphicus_hollandicus,Australaves,PSITTACIFORMES,Cacatuidae,Nymphicus,monotypic
Probosciger,PSITTACIFORMES_Cacatuidae_Probosciger_aterrimus,Australaves,PSITTACIFORMES,Cacatuidae,Probosciger,monotypic
Zanda,PSITTACIFORMES_Cacatuidae_Zanda_baudinii,Australaves,PSITTACIFORMES,Cacatuidae,Zanda,mono
Alipiopsitta,PSITTACIFORMES_Psittacidae_Alipiopsitta_xanthops,Australaves,PSITTACIFORMES,Psittacidae,Alipiopsitta,monotypic
Amazona,PSITTACIFORMES_Psittacidae_Amazona_aestiva,Australaves,PSITTACIFORMES,Psittacidae,Amazona,mono
Anodorhynchus,PSITTACIFORMES_Psittacidae_Anodorhynchus_glaucus,Australaves,PSITTACIFORMES,Psittacidae,Anodorhynchus,mono
Ara,PSITTACIFORMES_Psittacidae_Ara_ambiguus,Australaves,PSITTACIFORMES,Psittacidae,Ara,mono
Aratinga,PSITTACIFORMES_Psittacidae_Aratinga_auricapillus,Australaves,PSITTACIFORMES,Psittacidae,Aratinga,mono
Bolborhynchus1,PSITTACIFORMES_Psittacidae_Bolborhynchus_lineola,Australaves,PSITTACIFORMES,Psittacidae,Bolborhynchus,non-mono
Bolborhynchus2,PSITTACIFORMES_Psittacidae_Bolborhynchus_orbygnesius,Australaves,PSITTACIFORMES,Psittacidae,Bolborhynchus,non-mono
Brotogeris,PSITTACIFORMES_Psittacidae_Brotogeris_chiriri,Australaves,PSITTACIFORMES,Psittacidae,Brotogeris,mono
Conuropsis,PSITTACIFORMES_Psittacidae_Conuropsis_carolinensis,Australaves,PSITTACIFORMES,Psittacidae,Conuropsis,monotypic
Cyanoliseus,PSITTACIFORMES_Psittacidae_Cyanoliseus_patagonus,Australaves,PSITTACIFORMES,Psittacidae,Cyanoliseus,monotypic
Cyanopsitta,PSITTACIFORMES_Psittacidae_Cyanopsitta_spixii,Australaves,PSITTACIFORMES,Psittacidae,Cyanopsitta,monotypic
Deroptyus,PSITTACIFORMES_Psittacidae_Deroptyus_accipitrinus,Australaves,PSITTACIFORMES,Psittacidae,Deroptyus,monotypic
Diopsittaca,PSITTACIFORMES_Psittacidae_Diopsittaca_nobilis,Australaves,PSITTACIFORMES,Psittacidae,Diopsittaca,monotypic
Enicognathus,PSITTACIFORMES_Psittacidae_Enicognathus_ferrugineus,Australaves,PSITTACIFORMES,Psittacidae,Enicognathus,mono
Eupsittula,PSITTACIFORMES_Psittacidae_Eupsittula_aurea,Australaves,PSITTACIFORMES,Psittacidae,Eupsittula,mono
Forpus,PSITTACIFORMES_Psittacidae_Forpus_coelestis,Australaves,PSITTACIFORMES,Psittacidae,Forpus,mono
Graydidascalus,PSITTACIFORMES_Psittacidae_Graydidascalus_brachyurus,Australaves,PSITTACIFORMES,Psittacidae,Graydidascalus,monotypic
Guaruba,PSITTACIFORMES_Psittacidae_Guaruba_guarouba,Australaves,PSITTACIFORMES,Psittacidae,Guaruba,monotypic
Hapalopsittaca,PSITTACIFORMES_Psittacidae_Hapalopsittaca_amazonina,Australaves,PSITTACIFORMES,Psittacidae,Hapalopsittaca,mono
Leptosittaca,PSITTACIFORMES_Psittacidae_Leptosittaca_branickii,Australaves,PSITTACIFORMES,Psittacidae,Leptosittaca,monotypic
Myiopsitta,PSITTACIFORMES_Psittacidae_Myiopsitta_luchsi,Australaves,PSITTACIFORMES,Psittacidae,Myiopsitta,mono
Nannopsittaca1,PSITTACIFORMES_Psittacidae_Nannopsittaca_dachilleae,Australaves,PSITTACIFORMES,Psittacidae,Nannopsittaca,non-mono
Nannopsittaca2,PSITTACIFORMES_Psittacidae_Nannopsittaca_panychlora,Australaves,PSITTACIFORMES,Psittacidae,Nannopsittaca,non-mono
Ognorhynchus,PSITTACIFORMES_Psittacidae_Ognorhynchus_icterotis,Australaves,PSITTACIFORMES,Psittacidae,Ognorhynchus,monotypic
Orthopsittaca,PSITTACIFORMES_Psittacidae_Orthopsittaca_manilatus,Australaves,PSITTACIFORMES,Psittacidae,Orthopsittaca,monotypic
Pionites,PSITTACIFORMES_Psittacidae_Pionites_leucogaster,Australaves,PSITTACIFORMES,Psittacidae,Pionites,mono
Pionopsitta,PSITTACIFORMES_Psittacidae_Pionopsitta_pileata,Australaves,PSITTACIFORMES,Psittacidae,Pionopsitta,monotypic
Pionus,PSITTACIFORMES_Psittacidae_Pionus_chalcopterus,Australaves,PSITTACIFORMES,Psittacidae,Pionus,mono
Poicephalus,PSITTACIFORMES_Psittacidae_Poicephalus_cryptoxanthus,Australaves,PSITTACIFORMES,Psittacidae,Poicephalus,mono
Primolius,PSITTACIFORMES_Psittacidae_Primolius_auricollis,Australaves,PSITTACIFORMES,Psittacidae,Primolius,mono
Psilopsiagon1,PSITTACIFORMES_Psittacidae_Psilopsiagon_aurifrons,Australaves,PSITTACIFORMES,Psittacidae,Psilopsiagon,non-mono
Psilopsiagon2,PSITTACIFORMES_Psittacidae_Psilopsiagon_aymara,Australaves,PSITTACIFORMES,Psittacidae,Psilopsiagon,non-mono
Psittacara,PSITTACIFORMES_Psittacidae_Psittacara_brevipes,Australaves,PSITTACIFORMES,Psittacidae,Psittacara,mono
Psittacus,PSITTACIFORMES_Psittacidae_Psittacus_erithacus,Australaves,PSITTACIFORMES,Psittacidae,Psittacus,mono
Pyrilia,PSITTACIFORMES_Psittacidae_Pyrilia_aurantiocephala,Australaves,PSITTACIFORMES,Psittacidae,Pyrilia,mono
Pyrrhura,PSITTACIFORMES_Psittacidae_Pyrrhura_albipectus,Australaves,PSITTACIFORMES,Psittacidae,Pyrrhura,mono
Rhynchopsitta,PSITTACIFORMES_Psittacidae_Rhynchopsitta_pachyrhyncha,Australaves,PSITTACIFORMES,Psittacidae,Rhynchopsitta,mono
Thectocercus,PSITTACIFORMES_Psittacidae_Thectocercus_acuticaudatus,Australaves,PSITTACIFORMES,Psittacidae,Thectocercus,monotypic
Touit,PSITTACIFORMES_Psittacidae_Touit_batavicus,Australaves,PSITTACIFORMES,Psittacidae,Touit,mono
Triclaria,PSITTACIFORMES_Psittacidae_Triclaria_malachitacea,Australaves,PSITTACIFORMES,Psittacidae,Triclaria,monotypic
Agapornis,PSITTACIFORMES_Psittaculidae_Agapornis_canus,Australaves,PSITTACIFORMES,Psittaculidae,Agapornis,mono
Alisterus,PSITTACIFORMES_Psittaculidae_Alisterus_amboinensis,Australaves,PSITTACIFORMES,Psittaculidae,Alisterus,mono
Aprosmictus,PSITTACIFORMES_Psittaculidae_Aprosmictus_erythropterus,Australaves,PSITTACIFORMES,Psittaculidae,Aprosmictus,mono
Barnardius,PSITTACIFORMES_Psittaculidae_Barnardius_zonarius,Australaves,PSITTACIFORMES,Psittaculidae,Barnardius,monotypic
Bolbopsittacus,PSITTACIFORMES_Psittaculidae_Bolbopsittacus_lunulatus,Australaves,PSITTACIFORMES,Psittaculidae,Bolbopsittacus,monotypic
Chalcopsitta,PSITTACIFORMES_Psittaculidae_Chalcopsitta_atra,Australaves,PSITTACIFORMES,Psittaculidae,Chalcopsitta,mono
Charminetta,PSITTACIFORMES_Psittaculidae_Charminetta_wilhelminae,Australaves,PSITTACIFORMES,Psittaculidae,Charminetta,monotypic
Charmosyna,PSITTACIFORMES_Psittaculidae_Charmosyna_josefinae,Australaves,PSITTACIFORMES,Psittaculidae,Charmosyna,mono
Charmosynoides,PSITTACIFORMES_Psittaculidae_Charmosynoides_margarethae,Australaves,PSITTACIFORMES,Psittaculidae,Charmosynoides,monotypic
Charmosynopsis,PSITTACIFORMES_Psittaculidae_Charmosynopsis_pulchella,Australaves,PSITTACIFORMES,Psittaculidae,Charmosynopsis,mono
Coracopsis,PSITTACIFORMES_Psittaculidae_Coracopsis_barklyi,Australaves,PSITTACIFORMES,Psittaculidae,Coracopsis,mono
Cyanoramphus,PSITTACIFORMES_Psittaculidae_Cyanoramphus_auriceps,Australaves,PSITTACIFORMES,Psittaculidae,Cyanoramphus,mono
Cyclopsitta1,PSITTACIFORMES_Psittaculidae_Cyclopsitta_diophthalma,Australaves,PSITTACIFORMES,Psittaculidae,Cyclopsitta,non-mono
Cyclopsitta2,PSITTACIFORMES_Psittaculidae_Cyclopsitta_gulielmitertii,Australaves,PSITTACIFORMES,Psittaculidae,Cyclopsitta,non-mono
Eclectus,PSITTACIFORMES_Psittaculidae_Eclectus_roratus,Australaves,PSITTACIFORMES,Psittaculidae,Eclectus,monotypic
Eos,PSITTACIFORMES_Psittaculidae_Eos_bornea,Australaves,PSITTACIFORMES,Psittaculidae,Eos,mono
Eunymphicus,PSITTACIFORMES_Psittaculidae_Eunymphicus_cornutus,Australaves,PSITTACIFORMES,Psittaculidae,Eunymphicus,mono
Geoffroyus,PSITTACIFORMES_Psittaculidae_Geoffroyus_geoffroyi,Australaves,PSITTACIFORMES,Psittaculidae,Geoffroyus,mono
Glossopsitta,PSITTACIFORMES_Psittaculidae_Glossopsitta_concinna,Australaves,PSITTACIFORMES,Psittaculidae,Glossopsitta,monotypic
Glossoptilus,PSITTACIFORMES_Psittaculidae_Glossoptilus_goldiei,Australaves,PSITTACIFORMES,Psittaculidae,Glossoptilus,monotypic
Hypocharmosyna,PSITTACIFORMES_Psittaculidae_Hypocharmosyna_placentis,Australaves,PSITTACIFORMES,Psittaculidae,Hypocharmosyna,mono
Lathamus,PSITTACIFORMES_Psittaculidae_Lathamus_discolor,Australaves,PSITTACIFORMES,Psittaculidae,Lathamus,monotypic
Loriculus,PSITTACIFORMES_Psittaculidae_Loriculus_amabilis,Australaves,PSITTACIFORMES,Psittaculidae,Loriculus,mono
Lorius,PSITTACIFORMES_Psittaculidae_Lorius_albidinucha,Australaves,PSITTACIFORMES,Psittaculidae,Lorius,mono
Melopsittacus,PSITTACIFORMES_Psittaculidae_Melopsittacus_undulatus,Australaves,PSITTACIFORMES,Psittaculidae,Melopsittacus,monotypic
Micropsitta,PSITTACIFORMES_Psittaculidae_Micropsitta_bruijnii,Australaves,PSITTACIFORMES,Psittaculidae,Micropsitta,mono
Neophema,PSITTACIFORMES_Psittaculidae_Neophema_chrysogaster,Australaves,PSITTACIFORMES,Psittaculidae,Neophema,mono
Neopsephotus,PSITTACIFORMES_Psittaculidae_Neopsephotus_bourkii,Australaves,PSITTACIFORMES,Psittaculidae,Neopsephotus,monotypic
Neopsittacus,PSITTACIFORMES_Psittaculidae_Neopsittacus_musschenbroekii,Australaves,PSITTACIFORMES,Psittaculidae,Neopsittacus,mono
Northiella,PSITTACIFORMES_Psittaculidae_Northiella_haematogaster,Australaves,PSITTACIFORMES,Psittaculidae,Northiella,mono
Oreopsittacus,PSITTACIFORMES_Psittaculidae_Oreopsittacus_arfaki,Australaves,PSITTACIFORMES,Psittaculidae,Oreopsittacus,monotypic
Parvipsitta,PSITTACIFORMES_Psittaculidae_Parvipsitta_porphyrocephala,Australaves,PSITTACIFORMES,Psittaculidae,Parvipsitta,mono
Pezoporus,PSITTACIFORMES_Psittaculidae_Pezoporus_flaviventris,Australaves,PSITTACIFORMES,Psittaculidae,Pezoporus,mono
Platycercus,PSITTACIFORMES_Psittaculidae_Platycercus_adscitus,Australaves,PSITTACIFORMES,Psittaculidae,Platycercus,mono
Polytelis,PSITTACIFORMES_Psittaculidae_Polytelis_alexandrae,Australaves,PSITTACIFORMES,Psittaculidae,Polytelis,mono
Prioniturus,PSITTACIFORMES_Psittaculidae_Prioniturus_discurus,Australaves,PSITTACIFORMES,Psittaculidae,Prioniturus,mono
Prosopeia,PSITTACIFORMES_Psittaculidae_Prosopeia_personata,Australaves,PSITTACIFORMES,Psittaculidae,Prosopeia,mono
Psephotellus,PSITTACIFORMES_Psittaculidae_Psephotellus_dissimilis,Australaves,PSITTACIFORMES,Psittaculidae,Psephotellus,mono
Psephotus,PSITTACIFORMES_Psittaculidae_Psephotus_haematonotus,Australaves,PSITTACIFORMES,Psittaculidae,Psephotus,monotypic
Pseudeos1,PSITTACIFORMES_Psittaculidae_Pseudeos_cardinalis,Australaves,PSITTACIFORMES,Psittaculidae,Pseudeos,non-mono
Pseudeos2,PSITTACIFORMES_Psittaculidae_Pseudeos_fuscata,Australaves,PSITTACIFORMES,Psittaculidae,Pseudeos,non-mono
Psittacella,PSITTACIFORMES_Psittaculidae_Psittacella_brehmii,Australaves,PSITTACIFORMES,Psittaculidae,Psittacella,mono
Psittacula1,PSITTACIFORMES_Psittaculidae_Psittacula_alexandri,Australaves,PSITTACIFORMES,Psittaculidae,Psittacula,non-mono
Psittacula2,PSITTACIFORMES_Psittaculidae_Psittacula_calthrapae,Australaves,PSITTACIFORMES,Psittaculidae,Psittacula,non-mono
Psittacula3,PSITTACIFORMES_Psittaculidae_Psittacula_cyanocephala,Australaves,PSITTACIFORMES,Psittaculidae,Psittacula,non-mono
Psittaculirostris,PSITTACIFORMES_Psittaculidae_Psittaculirostris_desmarestii,Australaves,PSITTACIFORMES,Psittaculidae,Psittaculirostris,mono
Psitteuteles,PSITTACIFORMES_Psittaculidae_Psitteuteles_versicolor,Australaves,PSITTACIFORMES,Psittaculidae,Psitteuteles,monotypic
Psittinus,PSITTACIFORMES_Psittaculidae_Psittinus_cyanurus,Australaves,PSITTACIFORMES,Psittaculidae,Psittinus,monotypic
Psittrichas,PSITTACIFORMES_Psittaculidae_Psittrichas_fulgidus,Australaves,PSITTACIFORMES,Psittaculidae,Psittrichas,monotypic
Purpureicephalus,PSITTACIFORMES_Psittaculidae_Purpureicephalus_spurius,Australaves,PSITTACIFORMES,Psittaculidae,Purpureicephalus,monotypic
Saudareos,PSITTACIFORMES_Psittaculidae_Saudareos_flavoviridis,Australaves,PSITTACIFORMES,Psittaculidae,Saudareos,mono
Synorhacma,PSITTACIFORMES_Psittaculidae_Synorhacma_multistriata,Australaves,PSITTACIFORMES,Psittaculidae,Synorhacma,monotypic
Tanygnathus,PSITTACIFORMES_Psittaculidae_Tanygnathus_lucionensis,Australaves,PSITTACIFORMES,Psittaculidae,Tanygnathus,mono
Trichoglossus,PSITTACIFORMES_Psittaculidae_Trichoglossus_capistratus,Australaves,PSITTACIFORMES,Psittaculidae,Trichoglossus,mono
Vini,PSITTACIFORMES_Psittaculidae_Vini_amabilis,Australaves,PSITTACIFORMES,Psittaculidae,Vini,mono
Nestor,PSITTACIFORMES_Strigopidae_Nestor_meridionalis,Australaves,PSITTACIFORMES,Strigopidae,Nestor,mono
Strigops,PSITTACIFORMES_Strigopidae_Strigops_habroptila,Australaves,PSITTACIFORMES,Strigopidae,Strigops,monotypic
Pterocles1,PTEROCLIFORMES_Pteroclidae_Pterocles_gutturalis,Columbimorphae,PTEROCLIFORMES,Pteroclidae,Pterocles,non-mono
Pterocles2,PTEROCLIFORMES_Pteroclidae_Pterocles_namaqua,Columbimorphae,PTEROCLIFORMES,Pteroclidae,Pterocles,non-mono
Pterocles3,PTEROCLIFORMES_Pteroclidae_Pterocles_orientalis,Columbimorphae,PTEROCLIFORMES,Pteroclidae,Pterocles,non-mono
Syrrhaptes,PTEROCLIFORMES_Pteroclidae_Syrrhaptes_paradoxus,Columbimorphae,PTEROCLIFORMES,Pteroclidae,Syrrhaptes,monotypic
Rhea,RHEIFORMES_Rheidae_Rhea_americana,Palaeognathae,RHEIFORMES,Rheidae,Rhea,mono
Aptenodytes,SPHENISCIFORMES_Spheniscidae_Aptenodytes_forsteri,Phaethoquornithes,SPHENISCIFORMES,Spheniscidae,Aptenodytes,mono
Eudyptes,SPHENISCIFORMES_Spheniscidae_Eudyptes_chrysocome,Phaethoquornithes,SPHENISCIFORMES,Spheniscidae,Eudyptes,mono
Eudyptula,SPHENISCIFORMES_Spheniscidae_Eudyptula_minor,Phaethoquornithes,SPHENISCIFORMES,Spheniscidae,Eudyptula,mono
Megadyptes,SPHENISCIFORMES_Spheniscidae_Megadyptes_antipodes,Phaethoquornithes,SPHENISCIFORMES,Spheniscidae,Megadyptes,monotypic
Pygoscelis,SPHENISCIFORMES_Spheniscidae_Pygoscelis_adeliae,Phaethoquornithes,SPHENISCIFORMES,Spheniscidae,Pygoscelis,mono
Spheniscus,SPHENISCIFORMES_Spheniscidae_Spheniscus_magellanicus,Phaethoquornithes,SPHENISCIFORMES,Spheniscidae,Spheniscus,mono
Steatornis,STEATORNITHIFORMES_Steatornithidae_Steatornis_caripensis,Strisores,STEATORNITHIFORMES,Steatornithidae,Steatornis,monotypic
Aegolius,STRIGIFORMES_Strigidae_Aegolius_funereus,Afroaves,STRIGIFORMES,Strigidae,Aegolius,monotypic
Asio,STRIGIFORMES_Strigidae_Asio_clamator,Afroaves,STRIGIFORMES,Strigidae,Asio,mono
Athene,STRIGIFORMES_Strigidae_Athene_cunicularia,Afroaves,STRIGIFORMES,Strigidae,Athene,mono
Bubo,STRIGIFORMES_Strigidae_Bubo_bubo,Afroaves,STRIGIFORMES,Strigidae,Bubo,mono
Glaucidium,STRIGIFORMES_Strigidae_Glaucidium_capense,Afroaves,STRIGIFORMES,Strigidae,Glaucidium,mono
Gymnasio,STRIGIFORMES_Strigidae_Gymnasio_nudipes,Afroaves,STRIGIFORMES,Strigidae,Gymnasio,monotypic
Jubula,STRIGIFORMES_Strigidae_Jubula_lettii,Afroaves,STRIGIFORMES,Strigidae,Jubula,monotypic
Ketupa,STRIGIFORMES_Strigidae_Ketupa_blakistoni,Afroaves,STRIGIFORMES,Strigidae,Ketupa,mono
Lophostrix,STRIGIFORMES_Strigidae_Lophostrix_cristata,Afroaves,STRIGIFORMES,Strigidae,Lophostrix,monotypic
Margarobyas,STRIGIFORMES_Strigidae_Margarobyas_lawrencii,Afroaves,STRIGIFORMES,Strigidae,Margarobyas,monotypic
Megascops,STRIGIFORMES_Strigidae_Megascops_albogularis,Afroaves,STRIGIFORMES,Strigidae,Megascops,mono
Micrathene,STRIGIFORMES_Strigidae_Micrathene_whitneyi,Afroaves,STRIGIFORMES,Strigidae,Micrathene,monotypic
Ninox,STRIGIFORMES_Strigidae_Ninox_albifacies,Afroaves,STRIGIFORMES,Strigidae,Ninox,mono
Otus,STRIGIFORMES_Strigidae_Otus_elegans,Afroaves,STRIGIFORMES,Strigidae,Otus,mono
Psiloscops,STRIGIFORMES_Strigidae_Psiloscops_flammeolus,Afroaves,STRIGIFORMES,Strigidae,Psiloscops,monotypic
Ptilopsis,STRIGIFORMES_Strigidae_Ptilopsis_granti,Afroaves,STRIGIFORMES,Strigidae,Ptilopsis,monotypic
Pulsatrix,STRIGIFORMES_Strigidae_Pulsatrix_melanota,Afroaves,STRIGIFORMES,Strigidae,Pulsatrix,monotypic
Scotopelia,STRIGIFORMES_Strigidae_Scotopelia_peli,Afroaves,STRIGIFORMES,Strigidae,Scotopelia,monotypic
Strix,STRIGIFORMES_Strigidae_Strix_aluco,Afroaves,STRIGIFORMES,Strigidae,Strix,mono
Surnia,STRIGIFORMES_Strigidae_Surnia_ulula,Afroaves,STRIGIFORMES,Strigidae,Surnia,monotypic
Taenioptynx,STRIGIFORMES_Strigidae_Taenioptynx_brodiei,Afroaves,STRIGIFORMES,Strigidae,Taenioptynx,monotypic
Uroglaux,STRIGIFORMES_Strigidae_Uroglaux_dimorpha,Afroaves,STRIGIFORMES,Strigidae,Uroglaux,monotypic
Xenoglaux,STRIGIFORMES_Strigidae_Xenoglaux_loweryi,Afroaves,STRIGIFORMES,Strigidae,Xenoglaux,monotypic
Phodilus,STRIGIFORMES_Tytonidae_Phodilus_badius,Afroaves,STRIGIFORMES,Tytonidae,Phodilus,monotypic
Tyto,STRIGIFORMES_Tytonidae_Tyto_alba,Afroaves,STRIGIFORMES,Tytonidae,Tyto,monotypic
Struthio,STRUTHIONIFORMES_Struthionidae_Struthio_camelus,Palaeognathae,STRUTHIONIFORMES,Struthionidae,Struthio,monotypic
Anhinga,SULIFORMES_Anhingidae_Anhinga_anhinga,Phaethoquornithes,SULIFORMES,Anhingidae,Anhinga,monotypic
Fregata,SULIFORMES_Fregatidae_Fregata_magnificens,Phaethoquornithes,SULIFORMES,Fregatidae,Fregata,monotypic
Nannopterum,SULIFORMES_Phalacrocoracidae_Nannopterum_auritum,Phaethoquornithes,SULIFORMES,Phalacrocoracidae,Nannopterum,mono
Urile,SULIFORMES_Phalacrocoracidae_Urile_pelagicus,Phaethoquornithes,SULIFORMES,Phalacrocoracidae,Urile,monotypic
Morus,SULIFORMES_Sulidae_Morus_bassanus,Phaethoquornithes,SULIFORMES,Sulidae,Morus,monotypic
Sula,SULIFORMES_Sulidae_Sula_leucogaster,Phaethoquornithes,SULIFORMES,Sulidae,Sula,monotypic
Crypturellus,TINAMIFORMES_Tinamidae_Crypturellus_cinnamomeus,Palaeognathae,TINAMIFORMES,Tinamidae,Crypturellus,mono
Eudromia,TINAMIFORMES_Tinamidae_Eudromia_elegans,Palaeognathae,TINAMIFORMES,Tinamidae,Eudromia,monotypic
Nothocercus,TINAMIFORMES_Tinamidae_Nothocercus_julius,Palaeognathae,TINAMIFORMES,Tinamidae,Nothocercus,mono
Nothoprocta,TINAMIFORMES_Tinamidae_Nothoprocta_ornata,Palaeognathae,TINAMIFORMES,Tinamidae,Nothoprocta,mono
Tinamus,TINAMIFORMES_Tinamidae_Tinamus_guttatus,Palaeognathae,TINAMIFORMES,Tinamidae,Tinamus,monotypic
Apalharpactes,TROGONIFORMES_Trogonidae_Apalharpactes_mackloti,Afroaves,TROGONIFORMES,Trogonidae,Apalharpactes,monotypic
Apaloderma,TROGONIFORMES_Trogonidae_Apaloderma_aequatoriale,Afroaves,TROGONIFORMES,Trogonidae,Apaloderma,mono
Euptilotis,TROGONIFORMES_Trogonidae_Euptilotis_neoxenus,Afroaves,TROGONIFORMES,Trogonidae,Euptilotis,monotypic
Harpactes,TROGONIFORMES_Trogonidae_Harpactes_ardens,Afroaves,TROGONIFORMES,Trogonidae,Harpactes,mono
Pharomachrus,TROGONIFORMES_Trogonidae_Pharomachrus_antisianus,Afroaves,TROGONIFORMES,Trogonidae,Pharomachrus,mono
Priotelus,TROGONIFORMES_Trogonidae_Priotelus_roseigaster,Afroaves,TROGONIFORMES,Trogonidae,Priotelus,mono
Trogon,TROGONIFORMES_Trogonidae_Trogon_personatus,Afroaves,TROGONIFORMES,Trogonidae,Trogon,mono
