label,taxon,superorder,order,family,genus,note
Seiurus,PASSERIFORMES_Parulidae_Seiurus_aurocapilla,Australaves,PASSERIFORMES,Parulidae,Seiurus,monotypic
Setophaga,PASSERIFORMES_Parulidae_Setophaga_coronata,Australaves,PASSERIFORMES,Parulidae,Setophaga,mono
Aimophila,PASSERIFORMES_Passerellidae_Aimophila_rufescens,Australaves,PASSERIFORMES,Passerellidae,Aimophila,monotypic
Ammodramus,PASSERIFORMES_Passerellidae_Ammodramus_savannarum,Australaves,PASSERIFORMES,Passerellidae,Ammodramus,monotypic
Ammospiza,PASSERIFORMES_Passerellidae_Ammospiza_leconteii,Australaves,PASSERIFORMES,Passerellidae,Ammospiza,monotypic
Amphispiza,PASSERIFORMES_Passerellidae_Amphispiza_bilineata,Australaves,PASSERIFORMES,Passerellidae,Amphispiza,monotypic
Arremon,PASSERIFORMES_Passerellidae_Arremon_aurantiirostris,Australaves,PASSERIFORMES,Passerellidae,Arremon,mono
Arremonops,PASSERIFORMES_Passerellidae_Arremonops_rufivirgatus,Australaves,PASSERIFORMES,Passerellidae,Arremonops,monotypic
Artemisiospiza,PASSERIFORMES_Passerellidae_Artemisiospiza_belli,Australaves,PASSERIFORMES,Passerellidae,Artemisiospiza,monotypic
Atlapetes,PASSERIFORMES_Passerellidae_Atlapetes_albinucha,Australaves,PASSERIFORMES,Passerellidae,Atlapetes,mono
Calamospiza,PASSERIFORMES_Passerellidae_Calamospiza_melanocorys,Australaves,PASSERIFORMES,Passerellidae,Calamospiza,monotypic
Chlorospingus,PASSERIFORMES_Passerellidae_Chlorospingus_flavopectus,Australaves,PASSERIFORMES,Passerellidae,Chlorospingus,monotypic
Chondestes,PASSERIFORMES_Passerellidae_Chondestes_grammacus,Australaves,PASSERIFORMES,Passerellidae,Chondestes,monotypic
Junco,PASSERIFORMES_Passerellidae_Junco_hyemalis,Australaves,PASSERIFORMES,Passerellidae,Junco,mono
Melospiza,PASSERIFORMES_Passerellidae_Melospiza_melodia,Australaves,PASSERIFORMES,Passerellidae,Melospiza,monotypic
Melozone1,PASSERIFORMES_Passerellidae_Melozone_aberti,Australaves,PASSERIFORMES,Passerellidae,Melozone,non-mono
Melozone2,PASSERIFORMES_Passerellidae_Melozone_leucotis,Australaves,PASSERIFORMES,Passerellidae,Melozone,non-mono
Oriturus,PASSERIFORMES_Passerellidae_Oriturus_superciliosus,Australaves,PASSERIFORMES,Passerellidae,Oriturus,monotypic
Passerculus,PASSERIFORMES_Passerellidae_Passerculus_sandwichensis,Australaves,PASSERIFORMES,Passerellidae,Passerculus,monotypic
Passerella,PASSERIFORMES_Passerellidae_Passerella_iliaca,Australaves,PASSERIFORMES,Passerellidae,Passerella,monotypic
Peucaea,PASSERIFORMES_Passerellidae_Peucaea_ruficauda,Australaves,PASSERIFORMES,Passerellidae,Peucaea,monotypic
Pezopetes,PASSERIFORMES_Passerellidae_Pezopetes_capitalis,Australaves,PASSERIFORMES,Passerellidae,Pezopetes,monotypic
Pooecetes,PASSERIFORMES_Passerellidae_Pooecetes_gramineus,Australaves,PASSERIFORMES,Passerellidae,Pooecetes,monotypic
Rhynchospiza,PASSERIFORMES_Passerellidae_Rhynchospiza_strigiceps,Australaves,PASSERIFORMES,Passerellidae,Rhynchospiza,monotypic
Spizella,PASSERIFORMES_Passerellidae_Spizella_atrogularis,Australaves,PASSERIFORMES,Passerellidae,Spizella,mono
Spizelloides,PASSERIFORMES_Passerellidae_Spizelloides_arborea,Australaves,PASSERIFORMES,Passerellidae,Spizelloides,monotypic
Zonotrichia,PASSERIFORMES_Passerellidae_Zonotrichia_albicollis,Australaves,PASSERIFORMES,Passerellidae,Zonotrichia,mono
Passer,PASSERIFORMES_Passeridae_Passer_domesticus,Australaves,PASSERIFORMES,Passeridae,Passer,monotypic
Pellorneum,PASSERIFORMES_Pellorneidae_Pellorneum_pyrrogenys,Australaves,PASSERIFORMES,Pellorneidae,Pellorneum,monotypic
Devioeca,PASSERIFORMES_Petroicidae_Devioeca_papuana,Australaves,PASSERIFORMES,Petroicidae,Devioeca,monotypic
Eopsaltria,PASSERIFORMES_Petroicidae_Eopsaltria_australis,Australaves,PASSERIFORMES,Petroicidae,Eopsaltria,monotypic
Petroica,PASSERIFORMES_Petroicidae_Petroica_multicolor,Australaves,PASSERIFORMES,Petroicidae,Petroica,monotypic
Peucedramus,PASSERIFORMES_Peucedramidae_Peucedramus_taeniatus,Australaves,PASSERIFORMES,Peucedramidae,Peucedramus,monotypic
Microligea,PASSERIFORMES_Phaenicophilidae_Microligea_palustris,Australaves,PASSERIFORMES,Phaenicophilidae,Microligea,monotypic
Phaenicophilus,PASSERIFORMES_Phaenicophilidae_Phaenicophilus_palmarum,Australaves,PASSERIFORMES,Phaenicophilidae,Phaenicophilus,monotypic
Neodrepanis,PASSERIFORMES_Philepittidae_Neodrepanis_coruscans,Australaves,PASSERIFORMES,Philepittidae,Neodrepanis,mono
Philepitta,PASSERIFORMES_Philepittidae_Philepitta_castanea,Australaves,PASSERIFORMES,Philepittidae,Philepitta,mono
Phylloscopus,PASSERIFORMES_Phylloscopidae_Phylloscopus_montis,Australaves,PASSERIFORMES,Phylloscopidae,Phylloscopus,mono
Picathartes,PASSERIFORMES_Picathartidae_Picathartes_gymnocephalus,Australaves,PASSERIFORMES,Picathartidae,Picathartes,monotypic
Antilophia,PASSERIFORMES_Pipridae_Antilophia_bokermanni,Australaves,PASSERIFORMES,Pipridae,Antilophia,mono
Ceratopipra,PASSERIFORMES_Pipridae_Ceratopipra_chloromeros,Australaves,PASSERIFORMES,Pipridae,Ceratopipra,mono
Chiroxiphia1,PASSERIFORMES_Pipridae_Chiroxiphia_boliviana,Australaves,PASSERIFORMES,Pipridae,Chiroxiphia,non-mono
Chiroxiphia2,PASSERIFORMES_Pipridae_Chiroxiphia_caudata,Australaves,PASSERIFORMES,Pipridae,Chiroxiphia,non-mono
Chiroxiphia3,PASSERIFORMES_Pipridae_Chiroxiphia_pareola,Australaves,PASSERIFORMES,Pipridae,Chiroxiphia,non-mono
Chloropipo,PASSERIFORMES_Pipridae_Chloropipo_flavicapilla,Australaves,PASSERIFORMES,Pipridae,Chloropipo,mono
Corapipo,PASSERIFORMES_Pipridae_Corapipo_altera,Australaves,PASSERIFORMES,Pipridae,Corapipo,mono
Cryptopipo,PASSERIFORMES_Pipridae_Cryptopipo_holochlora,Australaves,PASSERIFORMES,Pipridae,Cryptopipo,monotypic
Heterocercus,PASSERIFORMES_Pipridae_Heterocercus_aurantiivertex,Australaves,PASSERIFORMES,Pipridae,Heterocercus,mono
Ilicura,PASSERIFORMES_Pipridae_Ilicura_militaris,Australaves,PASSERIFORMES,Pipridae,Ilicura,monotypic
Lepidothrix,PASSERIFORMES_Pipridae_Lepidothrix_coeruleocapilla,Australaves,PASSERIFORMES,Pipridae,Lepidothrix,mono
Machaeropterus,PASSERIFORMES_Pipridae_Machaeropterus_deliciosus,Australaves,PASSERIFORMES,Pipridae,Machaeropterus,mono
Manacus,PASSERIFORMES_Pipridae_Manacus_aurantiacus,Australaves,PASSERIFORMES,Pipridae,Manacus,mono
Masius,PASSERIFORMES_Pipridae_Masius_chrysopterus,Australaves,PASSERIFORMES,Pipridae,Masius,monotypic
Neopelma1,PASSERIFORMES_Pipridae_Neopelma_aurifrons,Australaves,PASSERIFORMES,Pipridae,Neopelma,non-mono
Neopelma2,PASSERIFORMES_Pipridae_Neopelma_chrysolophum,Australaves,PASSERIFORMES,Pipridae,Neopelma,non-mono
Pipra,PASSERIFORMES_Pipridae_Pipra_aureola,Australaves,PASSERIFORMES,Pipridae,Pipra,mono
Pseudopipra,PASSERIFORMES_Pipridae_Pseudopipra_pipra,Australaves,PASSERIFORMES,Pipridae,Pseudopipra,monotypic
Tyranneutes,PASSERIFORMES_Pipridae_Tyranneutes_stolzmanni,Australaves,PASSERIFORMES,Pipridae,Tyranneutes,mono
Xenopipo,PASSERIFORMES_Pipridae_Xenopipo_atronitens,Australaves,PASSERIFORMES,Pipridae,Xenopipo,mono
Erythropitta,PASSERIFORMES_Pittidae_Erythropitta_arquata,Australaves,PASSERIFORMES,Pittidae,Erythropitta,mono
Hydrornis,PASSERIFORMES_Pittidae_Hydrornis_baudii,Australaves,PASSERIFORMES,Pittidae,Hydrornis,mono
Pitta,PASSERIFORMES_Pittidae_Pitta_anerythra,Australaves,PASSERIFORMES,Pittidae,Pitta,mono
Pityriasis,PASSERIFORMES_Pityriasidae_Pityriasis_gymnocephala,Australaves,PASSERIFORMES,Pityriasidae,Pityriasis,monotypic
Platylophus,PASSERIFORMES_Platylophidae_Platylophus_galericulatus,Australaves,PASSERIFORMES,Platylophidae,Platylophus,monotypic
Platysteira,PASSERIFORMES_Platysteiridae_Platysteira_castanea,Australaves,PASSERIFORMES,Platysteiridae,Platysteira,monotypic
Ploceus,PASSERIFORMES_Ploceidae_Ploceus_cucullatus,Australaves,PASSERIFORMES,Ploceidae,Ploceus,monotypic
Pnoepyga,PASSERIFORMES_Pnoepygidae_Pnoepyga_pusilla,Australaves,PASSERIFORMES,Pnoepygidae,Pnoepyga,monotypic
Polioptila,PASSERIFORMES_Polioptilidae_Polioptila_caerulea,Australaves,PASSERIFORMES,Polioptilidae,Polioptila,monotypic
Pomatostomus,PASSERIFORMES_Pomatostomidae_Pomatostomus_superciliosus,Australaves,PASSERIFORMES,Pomatostomidae,Pomatostomus,monotypic
Promerops,PASSERIFORMES_Promeropidae_Promerops_gurneyi,Australaves,PASSERIFORMES,Promeropidae,Promerops,monotypic
Prunella,PASSERIFORMES_Prunellidae_Prunella_fulvescens,Australaves,PASSERIFORMES,Prunellidae,Prunella,monotypic
Psophodes,PASSERIFORMES_Psophodidae_Psophodes_cristatus,Australaves,PASSERIFORMES,Psophodidae,Psophodes,monotypic
Ptiliogonys,PASSERIFORMES_Ptiliogonatidae_Ptiliogonys_caudatus,Australaves,PASSERIFORMES,Ptiliogonatidae,Ptiliogonys,monotypic
Ailuroedus,PASSERIFORMES_Ptilonorhynchidae_Ailuroedus_buccoides,Australaves,PASSERIFORMES,Ptilonorhynchidae,Ailuroedus,monotypic
Ptilonorhynchus,PASSERIFORMES_Ptilonorhynchidae_Ptilonorhynchus_violaceus,Australaves,PASSERIFORMES,Ptilonorhynchidae,Ptilonorhynchus,monotypic
Bleda,PASSERIFORMES_Pycnonotidae_Bleda_syndactylus,Australaves,PASSERIFORMES,Pycnonotidae,Bleda,monotypic
Brachypodius,PASSERIFORMES_Pycnonotidae_Brachypodius_melanocephalos,Australaves,PASSERIFORMES,Pycnonotidae,Brachypodius,monotypic
Pycnonotus,PASSERIFORMES_Pycnonotidae_Pycnonotus_jocosus,Australaves,PASSERIFORMES,Pycnonotidae,Pycnonotus,monotypic
Corthylio,PASSERIFORMES_Regulidae_Corthylio_calendula,Australaves,PASSERIFORMES,Regulidae,Corthylio,monotypic
Regulus,PASSERIFORMES_Regulidae_Regulus_regulus,Australaves,PASSERIFORMES,Regulidae,Regulus,monotypic
Remiz,PASSERIFORMES_Remizidae_Remiz_consobrinus,Australaves,PASSERIFORMES,Remizidae,Remiz,monotypic
Rhagologus,PASSERIFORMES_Rhagologidae_Rhagologus_leucostigma,Australaves,PASSERIFORMES,Rhagologidae,Rhagologus,monotypic
Acropternis,PASSERIFORMES_Rhinocryptidae_Acropternis_orthonyx,Australaves,PASSERIFORMES,Rhinocryptidae,Acropternis,monotypic
Eleoscytalopus,PASSERIFORMES_Rhinocryptidae_Eleoscytalopus_indigoticus,Australaves,PASSERIFORMES,Rhinocryptidae,Eleoscytalopus,mono
Eugralla,PASSERIFORMES_Rhinocryptidae_Eugralla_paradoxa,Australaves,PASSERIFORMES,Rhinocryptidae,Eugralla,monotypic
Liosceles,PASSERIFORMES_Rhinocryptidae_Liosceles_thoracicus,Australaves,PASSERIFORMES,Rhinocryptidae,Liosceles,monotypic
Merulaxis,PASSERIFORMES_Rhinocryptidae_Merulaxis_ater,Australaves,PASSERIFORMES,Rhinocryptidae,Merulaxis,mono
Myornis,PASSERIFORMES_Rhinocryptidae_Myornis_senilis,Australaves,PASSERIFORMES,Rhinocryptidae,Myornis,monotypic
Psilorhamphus,PASSERIFORMES_Rhinocryptidae_Psilorhamphus_guttatus,Australaves,PASSERIFORMES,Rhinocryptidae,Psilorhamphus,monotypic
Pteroptochos,PASSERIFORMES_Rhinocryptidae_Pteroptochos_castaneus,Australaves,PASSERIFORMES,Rhinocryptidae,Pteroptochos,mono
Rhinocrypta,PASSERIFORMES_Rhinocryptidae_Rhinocrypta_lanceolata,Australaves,PASSERIFORMES,Rhinocryptidae,Rhinocrypta,monotypic
Scelorchilus,PASSERIFORMES_Rhinocryptidae_Scelorchilus_albicollis,Australaves,PASSERIFORMES,Rhinocryptidae,Scelorchilus,mono
Scytalopus,PASSERIFORMES_Rhinocryptidae_Scytalopus_acutirostris,Australaves,PASSERIFORMES,Rhinocryptidae,Scytalopus,mono
Teledromas,PASSERIFORMES_Rhinocryptidae_Teledromas_fuscus,Australaves,PASSERIFORMES,Rhinocryptidae,Teledromas,monotypic
Lamprolia,PASSERIFORMES_Rhipiduridae_Lamprolia_victoriae,Australaves,PASSERIFORMES,Rhipiduridae,Lamprolia,monotypic
Rhipidura,PASSERIFORMES_Rhipiduridae_Rhipidura_javanica,Australaves,PASSERIFORMES,Rhipiduridae,Rhipidura,monotypic
Rhodinocichla,PASSERIFORMES_Rhodinocichlidae_Rhodinocichla_rosea,Australaves,PASSERIFORMES,Rhodinocichlidae,Rhodinocichla,monotypic
Sapayoa,PASSERIFORMES_Sapayoidae_Sapayoa_aenigma,Australaves,PASSERIFORMES,Sapayoidae,Sapayoa,monotypic
Scotocerca,PASSERIFORMES_Scotocercidae_Scotocerca_inquieta,Australaves,PASSERIFORMES,Scotocercidae,Scotocerca,monotypic
Sitta,PASSERIFORMES_Sittidae_Sitta_europaea,Australaves,PASSERIFORMES,Sittidae,Sitta,monotypic
Spindalis,PASSERIFORMES_Spindalidae_Spindalis_zena,Australaves,PASSERIFORMES,Spindalidae,Spindalis,monotypic
Chelidorhynx,PASSERIFORMES_Stenostiridae_Chelidorhynx_hypoxanthus,Australaves,PASSERIFORMES,Stenostiridae,Chelidorhynx,monotypic
Culicicapa,PASSERIFORMES_Stenostiridae_Culicicapa_ceylonensis,Australaves,PASSERIFORMES,Stenostiridae,Culicicapa,monotypic
Acridotheres,PASSERIFORMES_Sturnidae_Acridotheres_javanicus,Australaves,PASSERIFORMES,Sturnidae,Acridotheres,monotypic
Sturnus,PASSERIFORMES_Sturnidae_Sturnus_vulgaris,Australaves,PASSERIFORMES,Sturnidae,Sturnus,monotypic
Curruca,PASSERIFORMES_Sylviidae_Curruca_nana,Australaves,PASSERIFORMES,Sylviidae,Curruca,monotypic
Akletos,PASSERIFORMES_Thamnophilidae_Akletos_goeldii,Australaves,PASSERIFORMES,Thamnophilidae,Akletos,mono
Ammonastes,PASSERIFORMES_Thamnophilidae_Ammonastes_pelzelni,Australaves,PASSERIFORMES,Thamnophilidae,Ammonastes,monotypic
Ampelornis,PASSERIFORMES_Thamnophilidae_Ampelornis_griseiceps,Australaves,PASSERIFORMES,Thamnophilidae,Ampelornis,monotypic
Aprositornis,PASSERIFORMES_Thamnophilidae_Aprositornis_disjuncta,Australaves,PASSERIFORMES,Thamnophilidae,Aprositornis,monotypic
Batara,PASSERIFORMES_Thamnophilidae_Batara_cinerea,Australaves,PASSERIFORMES,Thamnophilidae,Batara,monotypic
Biatas,PASSERIFORMES_Thamnophilidae_Biatas_nigropectus,Australaves,PASSERIFORMES,Thamnophilidae,Biatas,monotypic
Cercomacra,PASSERIFORMES_Thamnophilidae_Cercomacra_brasiliana,Australaves,PASSERIFORMES,Thamnophilidae,Cercomacra,mono
Cercomacroides,PASSERIFORMES_Thamnophilidae_Cercomacroides_laeta,Australaves,PASSERIFORMES,Thamnophilidae,Cercomacroides,mono
Clytoctantes1,PASSERIFORMES_Thamnophilidae_Clytoctantes_alixii,Australaves,PASSERIFORMES,Thamnophilidae,Clytoctantes,non-mono
Clytoctantes2,PASSERIFORMES_Thamnophilidae_Clytoctantes_atrogularis,Australaves,PASSERIFORMES,Thamnophilidae,Clytoctantes,non-mono
Cymbilaimus1,PASSERIFORMES_Thamnophilidae_Cymbilaimus_lineatus,Australaves,PASSERIFORMES,Thamnophilidae,Cymbilaimus,non-mono
Cymbilaimus2,PASSERIFORMES_Thamnophilidae_Cymbilaimus_sanctaemariae,Australaves,PASSERIFORMES,Thamnophilidae,Cymbilaimus,non-mono
Dichrozona,PASSERIFORMES_Thamnophilidae_Dichrozona_cincta,Australaves,PASSERIFORMES,Thamnophilidae,Dichrozona,monotypic
Drymophila1,PASSERIFORMES_Thamnophilidae_Drymophila_squamata,Australaves,PASSERIFORMES,Thamnophilidae,Drymophila,non-mono
Drymophila2,PASSERIFORMES_Thamnophilidae_Drymophila_striaticeps,Australaves,PASSERIFORMES,Thamnophilidae,Drymophila,non-mono
Dysithamnus1,PASSERIFORMES_Thamnophilidae_Dysithamnus_leucostictus,Australaves,PASSERIFORMES,Thamnophilidae,Dysithamnus,non-mono
Dysithamnus2,PASSERIFORMES_Thamnophilidae_Dysithamnus_puncticeps,Australaves,PASSERIFORMES,Thamnophilidae,Dysithamnus,non-mono
Epinecrophylla,PASSERIFORMES_Thamnophilidae_Epinecrophylla_amazonica,Australaves,PASSERIFORMES,Thamnophilidae,Epinecrophylla,mono
Euchrepomis,PASSERIFORMES_Thamnophilidae_Euchrepomis_callinota,Australaves,PASSERIFORMES,Thamnophilidae,Euchrepomis,mono
Formicivora1,PASSERIFORMES_Thamnophilidae_Formicivora_acutirostris,Australaves,PASSERIFORMES,Thamnophilidae,Formicivora,non-mono
Formicivora2,PASSERIFORMES_Thamnophilidae_Formicivora_iheringi,Australaves,PASSERIFORMES,Thamnophilidae,Formicivora,non-mono
Frederickena,PASSERIFORMES_Thamnophilidae_Frederickena_fulva,Australaves,PASSERIFORMES,Thamnophilidae,Frederickena,mono
Gymnocichla,PASSERIFORMES_Thamnophilidae_Gymnocichla_nudiceps,Australaves,PASSERIFORMES,Thamnophilidae,Gymnocichla,monotypic
Gymnopithys,PASSERIFORMES_Thamnophilidae_Gymnopithys_bicolor,Australaves,PASSERIFORMES,Thamnophilidae,Gymnopithys,mono
Hafferia,PASSERIFORMES_Thamnophilidae_Hafferia_fortis,Australaves,PASSERIFORMES,Thamnophilidae,Hafferia,mono
Herpsilochmus,PASSERIFORMES_Thamnophilidae_Herpsilochmus_atricapillus,Australaves,PASSERIFORMES,Thamnophilidae,Herpsilochmus,mono
Hylophylax,PASSERIFORMES_Thamnophilidae_Hylophylax_naevioides,Australaves,PASSERIFORMES,Thamnophilidae,Hylophylax,mono
Hypocnemis,PASSERIFORMES_Thamnophilidae_Hypocnemis_cantator,Australaves,PASSERIFORMES,Thamnophilidae,Hypocnemis,mono
Hypocnemoides,PASSERIFORMES_Thamnophilidae_Hypocnemoides_maculicauda,Australaves,PASSERIFORMES,Thamnophilidae,Hypocnemoides,mono
Hypoedaleus,PASSERIFORMES_Thamnophilidae_Hypoedaleus_guttatus,Australaves,PASSERIFORMES,Thamnophilidae,Hypoedaleus,monotypic
Isleria,PASSERIFORMES_Thamnophilidae_Isleria_guttata,Australaves,PASSERIFORMES,Thamnophilidae,Isleria,mono
Mackenziaena,PASSERIFORMES_Thamnophilidae_Mackenziaena_leachii,Australaves,PASSERIFORMES,Thamnophilidae,Mackenziaena,mono
Megastictus,PASSERIFORMES_Thamnophilidae_Megastictus_margaritatus,Australaves,PASSERIFORMES,Thamnophilidae,Megastictus,monotypic
Microrhopias,PASSERIFORMES_Thamnophilidae_Microrhopias_quixensis,Australaves,PASSERIFORMES,Thamnophilidae,Microrhopias,monotypic
Myrmeciza,PASSERIFORMES_Thamnophilidae_Myrmeciza_longipes,Australaves,PASSERIFORMES,Thamnophilidae,Myrmeciza,monotypic
Myrmelastes,PASSERIFORMES_Thamnophilidae_Myrmelastes_brunneiceps,Australaves,PASSERIFORMES,Thamnophilidae,Myrmelastes,mono
Myrmoborus,PASSERIFORMES_Thamnophilidae_Myrmoborus_leucophrys,Australaves,PASSERIFORMES,Thamnophilidae,Myrmoborus,mono
Myrmochanes,PASSERIFORMES_Thamnophilidae_Myrmochanes_hemileucus,Australaves,PASSERIFORMES,Thamnophilidae,Myrmochanes,monotypic
Myrmoderus,PASSERIFORMES_Thamnophilidae_Myrmoderus_eowilsoni,Australaves,PASSERIFORMES,Thamnophilidae,Myrmoderus,mono
Myrmophylax,PASSERIFORMES_Thamnophilidae_Myrmophylax_atrothorax,Australaves,PASSERIFORMES,Thamnophilidae,Myrmophylax,monotypic
Myrmorchilus,PASSERIFORMES_Thamnophilidae_Myrmorchilus_strigilatus,Australaves,PASSERIFORMES,Thamnophilidae,Myrmorchilus,monotypic
Myrmornis,PASSERIFORMES_Thamnophilidae_Myrmornis_torquata,Australaves,PASSERIFORMES,Thamnophilidae,Myrmornis,monotypic
Myrmotherula1,PASSERIFORMES_Thamnophilidae_Myrmotherula_assimilis,Australaves,PASSERIFORMES,Thamnophilidae,Myrmotherula,non-mono
Myrmotherula2,PASSERIFORMES_Thamnophilidae_Myrmotherula_axillaris,Australaves,PASSERIFORMES,Thamnophilidae,Myrmotherula,non-mono
Myrmotherula3,PASSERIFORMES_Thamnophilidae_Myrmotherula_cherriei,Australaves,PASSERIFORMES,Thamnophilidae,Myrmotherula,non-mono
Myrmotherula4,PASSERIFORMES_Thamnophilidae_Myrmotherula_fluminensis,Australaves,PASSERIFORMES,Thamnophilidae,Myrmotherula,non-mono
Myrmotherula5,PASSERIFORMES_Thamnophilidae_Myrmotherula_ignota,Australaves,PASSERIFORMES,Thamnophilidae,Myrmotherula,non-mono
Myrmotherula6,PASSERIFORMES_Thamnophilidae_Myrmotherula_iheringi,Australaves,PASSERIFORMES,Thamnophilidae,Myrmotherula,non-mono
Neoctantes,PASSERIFORMES_Thamnophilidae_Neoctantes_niger,Australaves,PASSERIFORMES,Thamnophilidae,Neoctantes,monotypic
Oneillornis,PASSERIFORMES_Thamnophilidae_Oneillornis_lunulatus,Australaves,PASSERIFORMES,Thamnophilidae,Oneillornis,mono
Percnostola,PASSERIFORMES_Thamnophilidae_Percnostola_arenarum,Australaves,PASSERIFORMES,Thamnophilidae,Percnostola,mono
Phaenostictus,PASSERIFORMES_Thamnophilidae_Phaenostictus_mcleannani,Australaves,PASSERIFORMES,Thamnophilidae,Phaenostictus,monotypic
Phlegopsis,PASSERIFORMES_Thamnophilidae_Phlegopsis_borbae,Australaves,PASSERIFORMES,Thamnophilidae,Phlegopsis,mono
Pithys,PASSERIFORMES_Thamnophilidae_Pithys_albifrons,Australaves,PASSERIFORMES,Thamnophilidae,Pithys,mono
Poliocrania,PASSERIFORMES_Thamnophilidae_Poliocrania_exsul,Australaves,PASSERIFORMES,Thamnophilidae,Poliocrania,monotypic
Pygiptila,PASSERIFORMES_Thamnophilidae_Pygiptila_stellaris,Australaves,PASSERIFORMES,Thamnophilidae,Pygiptila,monotypic
Pyriglena,PASSERIFORMES_Thamnophilidae_Pyriglena_atra,Australaves,PASSERIFORMES,Thamnophilidae,Pyriglena,mono
Radinopsyche,PASSERIFORMES_Thamnophilidae_Radinopsyche_sellowi,Australaves,PASSERIFORMES,Thamnophilidae,Radinopsyche,monotypic
Rhegmatorhina,PASSERIFORMES_Thamnophilidae_Rhegmatorhina_berlepschi,Australaves,PASSERIFORMES,Thamnophilidae,Rhegmatorhina,mono
Rhopias,PASSERIFORMES_Thamnophilidae_Rhopias_gularis,Australaves,PASSERIFORMES,Thamnophilidae,Rhopias,monotypic
Rhopornis,PASSERIFORMES_Thamnophilidae_Rhopornis_ardesiacus,Australaves,PASSERIFORMES,Thamnophilidae,Rhopornis,monotypic
Sakesphoroides,PASSERIFORMES_Thamnophilidae_Sakesphoroides_cristatus,Australaves,PASSERIFORMES,Thamnophilidae,Sakesphoroides,monotypic
Sakesphorus,PASSERIFORMES_Thamnophilidae_Sakesphorus_canadensis,Australaves,PASSERIFORMES,Thamnophilidae,Sakesphorus,mono
Sciaphylax,PASSERIFORMES_Thamnophilidae_Sciaphylax_castanea,Australaves,PASSERIFORMES,Thamnophilidae,Sciaphylax,mono
Sclateria,PASSERIFORMES_Thamnophilidae_Sclateria_naevia,Australaves,PASSERIFORMES,Thamnophilidae,Sclateria,monotypic
Sipia,PASSERIFORMES_Thamnophilidae_Sipia_berlepschi,Australaves,PASSERIFORMES,Thamnophilidae,Sipia,mono
Taraba,PASSERIFORMES_Thamnophilidae_Taraba_major,Australaves,PASSERIFORMES,Thamnophilidae,Taraba,monotypic
Terenura,PASSERIFORMES_Thamnophilidae_Terenura_maculata,Australaves,PASSERIFORMES,Thamnophilidae,Terenura,monotypic
Thamnistes,PASSERIFORMES_Thamnophilidae_Thamnistes_anabatinus,Australaves,PASSERIFORMES,Thamnophilidae,Thamnistes,monotypic
Thamnomanes,PASSERIFORMES_Thamnophilidae_Thamnomanes_ardesiacus,Australaves,PASSERIFORMES,Thamnophilidae,Thamnomanes,mono
Thamnophilus,PASSERIFORMES_Thamnophilidae_Thamnophilus_aethiops,Australaves,PASSERIFORMES,Thamnophilidae,Thamnophilus,mono
Willisornis,PASSERIFORMES_Thamnophilidae_Willisornis_poecilinotus,Australaves,PASSERIFORMES,Thamnophilidae,Willisornis,mono
Xenornis,PASSERIFORMES_Thamnophilidae_Xenornis_setifrons,Australaves,PASSERIFORMES,Thamnophilidae,Xenornis,monotypic
Camarhynchus,PASSERIFORMES_Thraupidae_Camarhynchus_parvulus,Australaves,PASSERIFORMES,Thraupidae,Camarhynchus,monotypic
Coereba,PASSERIFORMES_Thraupidae_Coereba_flaveola,Australaves,PASSERIFORMES,Thraupidae,Coereba,monotypic
Geospiza,PASSERIFORMES_Thraupidae_Geospiza_fortis,Australaves,PASSERIFORMES,Thraupidae,Geospiza,monotypic
Sporophila,PASSERIFORMES_Thraupidae_Sporophila_hypoxantha,Australaves,PASSERIFORMES,Thraupidae,Sporophila,monotypic
Tangara,PASSERIFORMES_Thraupidae_Tangara_arthus,Australaves,PASSERIFORMES,Thraupidae,Tangara,monotypic
Tichodroma,PASSERIFORMES_Tichodromidae_Tichodroma_muraria,Australaves,PASSERIFORMES,Tichodromidae,Tichodroma,monotypic
Cyanoderma,PASSERIFORMES_Timaliidae_Cyanoderma_ruficeps,Australaves,PASSERIFORMES,Timaliidae,Cyanoderma,monotypic
Mixornis,PASSERIFORMES_Timaliidae_Mixornis_gularis,Australaves,PASSERIFORMES,Timaliidae,Mixornis,monotypic
Timalia,PASSERIFORMES_Timaliidae_Timalia_pileata,Australaves,PASSERIFORMES,Timaliidae,Timalia,monotypic
Iodopleura,PASSERIFORMES_Tityridae_Iodopleura_fusca,Australaves,PASSERIFORMES,Tityridae,Iodopleura,mono
Laniisoma,PASSERIFORMES_Tityridae_Laniisoma_elegans,Australaves,PASSERIFORMES,Tityridae,Laniisoma,monotypic
Laniocera,PASSERIFORMES_Tityridae_Laniocera_hypopyrra,Australaves,PASSERIFORMES,Tityridae,Laniocera,mono
Myiobius,PASSERIFORMES_Tityridae_Myiobius_atricaudus,Australaves,PASSERIFORMES,Tityridae,Myiobius,mono
Onychorhynchus,PASSERIFORMES_Tityridae_Onychorhynchus_coronatus,Australaves,PASSERIFORMES,Tityridae,Onychorhynchus,monotypic
Oxyruncus,PASSERIFORMES_Tityridae_Oxyruncus_cristatus,Australaves,PASSERIFORMES,Tityridae,Oxyruncus,monotypic
Pachyramphus,PASSERIFORMES_Tityridae_Pachyramphus_aglaiae,Australaves,PASSERIFORMES,Tityridae,Pachyramphus,mono
