original_Tip_Name,Tip_Name,Order,Family,Genus,level0,level1,level2,level3,level4,level5,level6,level7
alligator_mississippiensis,OUTGROUP_Alligatoridae_Alligator_mississippiensis,OUTGROUP,Alligatoridae,Alligator,NA,NA,NA,NA,NA,NA,NA,NA
gavialis_gangeticus,OUTGROUP_Gavialidae_Gavialis_gangeticus,OUTGROUP,Gavialidae,Gavialis,NA,NA,NA,NA,NA,NA,NA,NA
Anomalopteryx_didiformis_GCA_006937325,DINORNITHIFORMES_Emeidae_Anomalopteryx_didiformis,DINORNITHIFORMES,Emeidae,Anomalopteryx,Palaeognathae,Notopalaeognathae,Dinocrypturi,NA,NA,NA,NA,NA
Struthio_camelus_APP042,STRUTHIONIFORMES_Struthionidae_Struthio_camelus,STRUTHIONIFORMES,Struthionidae,Struthio,Palaeognathae,NA,NA,NA,NA,NA,NA,NA
pterocnemia_pennata2,RHEIFORMES_Rheidae_Rhea_pennata,RHEIFORMES,Rheidae,Rhea,Palaeognathae,Notopalaeognathae,NA,NA,NA,NA,NA,NA
rhea_americana,RHEIFORMES_Rheidae_Rhea_americana,RHEIFORMES,Rheidae,Rhea,Palaeognathae,Notopalaeognathae,NA,NA,NA,NA,NA,NA
Apteryx_owenii_OUT0027,APTERYGIFORMES_Apterygidae_Apteryx_owenii,APTERYGIFORMES,Apterygidae,Apteryx,Palaeognathae,Notopalaeognathae,Novaeratitae,NA,NA,NA,NA,NA
Apteryx_haastii_OUT0026,APTERYGIFORMES_Apterygidae_Apteryx_haastii,APTERYGIFORMES,Apterygidae,Apteryx,Palaeognathae,Notopalaeognathae,Novaeratitae,NA,NA,NA,NA,NA
Apteryx_rowi_OUT0028,APTERYGIFORMES_Apterygidae_Apteryx_rowi,APTERYGIFORMES,Apterygidae,Apteryx,Palaeognathae,Notopalaeognathae,Novaeratitae,NA,NA,NA,NA,NA
Apteryx_mantelli_GCF_001039765,APTERYGIFORMES_Apterygidae_Apteryx_mantelli,APTERYGIFORMES,Apterygidae,Apteryx,Palaeognathae,Notopalaeognathae,Novaeratitae,NA,NA,NA,NA,NA
apteryx_australis,APTERYGIFORMES_Apterygidae_Apteryx_australis,APTERYGIFORMES,Apterygidae,Apteryx,Palaeognathae,Notopalaeognathae,Novaeratitae,NA,NA,NA,NA,NA
casuarius_casuarius,CASUARIIFORMES_Casuariidae_Casuarius_casuarius,CASUARIIFORMES,Casuariidae,Casuarius,Palaeognathae,Notopalaeognathae,Novaeratitae,NA,NA,NA,NA,NA
dromaius_novaehollandiae,CASUARIIFORMES_Casuariidae_Dromaius_novaehollandiae,CASUARIIFORMES,Casuariidae,Dromaius,Palaeognathae,Notopalaeognathae,Novaeratitae,NA,NA,NA,NA,NA
Tinamus_guttatus_APP044,TINAMIFORMES_Tinamidae_Tinamus_guttatus,TINAMIFORMES,Tinamidae,Tinamus,Palaeognathae,Notopalaeognathae,Dinocrypturi,NA,NA,NA,NA,NA
Nothocercus_julius_GCA_013398735,TINAMIFORMES_Tinamidae_Nothocercus_julius,TINAMIFORMES,Tinamidae,Nothocercus,Palaeognathae,Notopalaeognathae,Dinocrypturi,NA,NA,NA,NA,NA
nothocercus_nigrocapillus,TINAMIFORMES_Tinamidae_Nothocercus_nigrocapillus,TINAMIFORMES,Tinamidae,Nothocercus,Palaeognathae,Notopalaeognathae,Dinocrypturi,NA,NA,NA,NA,NA
Crypturellus_undulatus_B10KCrypturellusundulatus,TINAMIFORMES_Tinamidae_Crypturellus_undulatus,TINAMIFORMES,Tinamidae,Crypturellus,Palaeognathae,Notopalaeognathae,Dinocrypturi,NA,NA,NA,NA,NA
Crypturellus_cinnamomeus_OUT0029,TINAMIFORMES_Tinamidae_Crypturellus_cinnamomeus,TINAMIFORMES,Tinamidae,Crypturellus,Palaeognathae,Notopalaeognathae,Dinocrypturi,NA,NA,NA,NA,NA
crypturellus_soui,TINAMIFORMES_Tinamidae_Crypturellus_soui,TINAMIFORMES,Tinamidae,Crypturellus,Palaeognathae,Notopalaeognathae,Dinocrypturi,NA,NA,NA,NA,NA
Nothoprocta_ornata_B10KNothoproctaornata,TINAMIFORMES_Tinamidae_Nothoprocta_ornata,TINAMIFORMES,Tinamidae,Nothoprocta,Palaeognathae,Notopalaeognathae,Dinocrypturi,NA,NA,NA,NA,NA
Nothoprocta_pentlandii_B10KNothoproctapentlandii,TINAMIFORMES_Tinamidae_Nothoprocta_pentlandii,TINAMIFORMES,Tinamidae,Nothoprocta,Palaeognathae,Notopalaeognathae,Dinocrypturi,NA,NA,NA,NA,NA
Nothoprocta_perdicaria_OUT0030,TINAMIFORMES_Tinamidae_Nothoprocta_perdicaria,TINAMIFORMES,Tinamidae,Nothoprocta,Palaeognathae,Notopalaeognathae,Dinocrypturi,NA,NA,NA,NA,NA
eudromia_elegans,TINAMIFORMES_Tinamidae_Eudromia_elegans,TINAMIFORMES,Tinamidae,Eudromia,Palaeognathae,Notopalaeognathae,Dinocrypturi,NA,NA,NA,NA,NA
chauna_torquata,ANSERIFORMES_Anhimidae_Chauna_torquata,ANSERIFORMES,Anhimidae,Chauna,Galloanserae,NA,NA,NA,NA,NA,NA,NA
anseranas_semipalmata,ANSERIFORMES_Anseranatidae_Anseranas_semipalmata,ANSERIFORMES,Anseranatidae,Anseranas,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Branta_canadensis_GCA_006130075,ANSERIFORMES_Anatidae_Branta_canadensis,ANSERIFORMES,Anatidae,Branta,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Anser_brachyrhynchus_GCA_002592135,ANSERIFORMES_Anatidae_Anser_brachyrhynchus,ANSERIFORMES,Anatidae,Anser,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Anser_cygnoides_GCA_013030995,ANSERIFORMES_Anatidae_Anser_cygnoides,ANSERIFORMES,Anatidae,Anser,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Anser_indicus_GCA_006229135,ANSERIFORMES_Anatidae_Anser_indicus,ANSERIFORMES,Anatidae,Anser,Galloanserae,NA,NA,NA,NA,NA,NA,NA
anser_erythropus,ANSERIFORMES_Anatidae_Anser_erythropus,ANSERIFORMES,Anatidae,Anser,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Cygnus_atratus_GCF_013377495,ANSERIFORMES_Anatidae_Cygnus_atratus,ANSERIFORMES,Anatidae,Cygnus,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Cygnus_cygnus_GCA_014362685,ANSERIFORMES_Anatidae_Cygnus_cygnus,ANSERIFORMES,Anatidae,Cygnus,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Cygnus_olor_GCA_009769625,ANSERIFORMES_Anatidae_Cygnus_olor,ANSERIFORMES,Anatidae,Cygnus,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Stictonetta_naevosa_GCA_011074415,ANSERIFORMES_Anatidae_Stictonetta_naevosa,ANSERIFORMES,Anatidae,Stictonetta,Galloanserae,NA,NA,NA,NA,NA,NA,NA
malacorhynchus_membranaceus,ANSERIFORMES_Anatidae_Malacorhynchus_membranaceus,ANSERIFORMES,Anatidae,Malacorhynchus,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Cairina_moschata_GCA_009194515,ANSERIFORMES_Anatidae_Cairina_moschata,ANSERIFORMES,Anatidae,Cairina,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Nettapus_auritus_GCA_011076525,ANSERIFORMES_Anatidae_Nettapus_auritus,ANSERIFORMES,Anatidae,Nettapus,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Anas_platyrhynchos_GCA_002743455,ANSERIFORMES_Anatidae_Anas_platyrhynchos,ANSERIFORMES,Anatidae,Anas,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Anas_zonorhyncha_GCA_002224875,ANSERIFORMES_Anatidae_Anas_zonorhyncha,ANSERIFORMES,Anatidae,Anas,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Aythya_fuligula_GCF_009819795,ANSERIFORMES_Anatidae_Aythya_fuligula,ANSERIFORMES,Anatidae,Aythya,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Heteronetta_atricapilla_GCA_011075105,ANSERIFORMES_Anatidae_Heteronetta_atricapilla,ANSERIFORMES,Anatidae,Heteronetta,Galloanserae,NA,NA,NA,NA,NA,NA,NA
oxyura_jamaicensis,ANSERIFORMES_Anatidae_Oxyura_jamaicensis,ANSERIFORMES,Anatidae,Oxyura,Galloanserae,NA,NA,NA,NA,NA,NA,NA
biziura_lobata,ANSERIFORMES_Anatidae_Biziura_lobata,ANSERIFORMES,Anatidae,Biziura,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Alectura_lathami_UWBM55907,GALLIFORMES_Megapodiidae_Alectura_lathami,GALLIFORMES,Megapodiidae,Alectura,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Leipoa_ocellata_UWBM62959,GALLIFORMES_Megapodiidae_Leipoa_ocellata,GALLIFORMES,Megapodiidae,Leipoa,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Megapodius_layardi_UWBMS_Birks,GALLIFORMES_Megapodiidae_Megapodius_layardi,GALLIFORMES,Megapodiidae,Megapodius,Galloanserae,NA,NA,NA,NA,NA,NA,NA
megapodius_eremita,GALLIFORMES_Megapodiidae_Megapodius_eremita,GALLIFORMES,Megapodiidae,Megapodius,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Ortalis_vetula_CaptiveRTK_476,GALLIFORMES_Cracidae_Ortalis_vetula,GALLIFORMES,Cracidae,Ortalis,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Penelope_pileata_USNM572502,GALLIFORMES_Cracidae_Penelope_pileata,GALLIFORMES,Cracidae,Penelope,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Pipile_cumanensis_LSUMZB7500,GALLIFORMES_Cracidae_Pipile_cumanensis,GALLIFORMES,Cracidae,Pipile,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Pipile_jacutinga_YPM80237,GALLIFORMES_Cracidae_Pipile_jacutinga,GALLIFORMES,Cracidae,Pipile,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Aburria_aburri_LSUMZB27864,GALLIFORMES_Cracidae_Aburria_aburri,GALLIFORMES,Cracidae,Aburria,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Chamaepetes_goudotii_KU16739,GALLIFORMES_Cracidae_Chamaepetes_goudotii,GALLIFORMES,Cracidae,Chamaepetes,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Penelopina_nigra_UWBM62959,GALLIFORMES_Cracidae_Penelopina_nigra,GALLIFORMES,Cracidae,Penelopina,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Oreophasis_derbianus_Dallas_ZooHGB2,GALLIFORMES_Cracidae_Oreophasis_derbianus,GALLIFORMES,Cracidae,Oreophasis,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Nothocrax_urumutum_LSUMZB10132,GALLIFORMES_Cracidae_Nothocrax_urumutum,GALLIFORMES,Cracidae,Nothocrax,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Mitu_salvini_FMNH419793,GALLIFORMES_Cracidae_Mitu_salvini,GALLIFORMES,Cracidae,Mitu,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Pauxi_pauxi_LSUMZB26971,GALLIFORMES_Cracidae_Pauxi_pauxi,GALLIFORMES,Cracidae,Pauxi,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Crax_daubentoni_FLMNH45536,GALLIFORMES_Cracidae_Crax_daubentoni,GALLIFORMES,Cracidae,Crax,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Crax_globulosa_FLMNH45537,GALLIFORMES_Cracidae_Crax_globulosa,GALLIFORMES,Cracidae,Crax,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Crax_rubra_LSUMZB14200,GALLIFORMES_Cracidae_Crax_rubra,GALLIFORMES,Cracidae,Crax,Galloanserae,NA,NA,NA,NA,NA,NA,NA
crax_alector,GALLIFORMES_Cracidae_Crax_alector,GALLIFORMES,Cracidae,Crax,Galloanserae,NA,NA,NA,NA,NA,NA,NA
numida_meleagris,GALLIFORMES_Numididae_Numida_meleagris,GALLIFORMES,Numididae,Numida,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Guttera_pucherani_LSUMZB20771,GALLIFORMES_Numididae_Guttera_pucherani,GALLIFORMES,Numididae,Guttera,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Acryllium_vulturinum_RTK534,GALLIFORMES_Numididae_Acryllium_vulturinum,GALLIFORMES,Numididae,Acryllium,Galloanserae,NA,NA,NA,NA,NA,NA,NA
ptilopachus_petrosus,GALLIFORMES_Odontophoridae_Ptilopachus_petrosus,GALLIFORMES,Odontophoridae,Ptilopachus,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Oreortyx_pictus_RTK474,GALLIFORMES_Odontophoridae_Oreortyx_pictus,GALLIFORMES,Odontophoridae,Oreortyx,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Callipepla_californica_RTK391,GALLIFORMES_Odontophoridae_Callipepla_californica,GALLIFORMES,Odontophoridae,Callipepla,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Callipepla_squamata_GCA_002218305,GALLIFORMES_Odontophoridae_Callipepla_squamata,GALLIFORMES,Odontophoridae,Callipepla,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Colinus_virginianus_NCBI_genome,GALLIFORMES_Odontophoridae_Colinus_virginianus,GALLIFORMES,Odontophoridae,Colinus,Galloanserae,NA,NA,NA,NA,NA,NA,NA
colinus_cristatus,GALLIFORMES_Odontophoridae_Colinus_cristatus,GALLIFORMES,Odontophoridae,Colinus,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Dactylortyx_thoracicus_FMNH433981,GALLIFORMES_Odontophoridae_Dactylortyx_thoracicus,GALLIFORMES,Odontophoridae,Dactylortyx,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Cyrtonyx_montezumae_RTK420,GALLIFORMES_Odontophoridae_Cyrtonyx_montezumae,GALLIFORMES,Odontophoridae,Cyrtonyx,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Rhynchortyx_cinctus_LSUMZB30000,GALLIFORMES_Odontophoridae_Rhynchortyx_cinctus,GALLIFORMES,Odontophoridae,Rhynchortyx,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Meleagris_gallopavo_NCBI_genome,GALLIFORMES_Phasianidae_Meleagris_gallopavo,GALLIFORMES,Phasianidae,Meleagris,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Meleagris_ocellata_FLMNH45111,GALLIFORMES_Phasianidae_Meleagris_ocellata,GALLIFORMES,Phasianidae,Meleagris,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Bonasa_umbellus_RTK390,GALLIFORMES_Phasianidae_Bonasa_umbellus,GALLIFORMES,Phasianidae,Bonasa,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Tetrastes_bonasia_ZMUC139306,GALLIFORMES_Phasianidae_Tetrastes_bonasia,GALLIFORMES,Phasianidae,Tetrastes,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Falcipennis_canadensis_FLMNH45718,GALLIFORMES_Phasianidae_Canachites_canadensis,GALLIFORMES,Phasianidae,Canachites,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Falcipennis_falcipennis_UWBM56980,GALLIFORMES_Phasianidae_Falcipennis_falcipennis,GALLIFORMES,Phasianidae,Falcipennis,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Lyurus_mlokosiewiczi_UWBM64762,GALLIFORMES_Phasianidae_Lyrurus_mlokosiewiczi,GALLIFORMES,Phasianidae,Lyrurus,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Tetrao_urogalloides_UWBM47363,GALLIFORMES_Phasianidae_Tetrao_urogalloides,GALLIFORMES,Phasianidae,Tetrao,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Lyrurus_tetrix_GCA_000586395,GALLIFORMES_Phasianidae_Lyrurus_tetrix,GALLIFORMES,Phasianidae,Lyrurus,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Centrocercus_urophasianus_FLMNH47008,GALLIFORMES_Phasianidae_Centrocercus_urophasianus,GALLIFORMES,Phasianidae,Centrocercus,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Centrocercus_minimus_GCA_005890655,GALLIFORMES_Phasianidae_Centrocercus_minimus,GALLIFORMES,Phasianidae,Centrocercus,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Dendragapus_fuliginosus_LSUMZB61919,GALLIFORMES_Phasianidae_Dendragapus_fuliginosus,GALLIFORMES,Phasianidae,Dendragapus,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Tympanuchus_cupido_FLMNH46137,GALLIFORMES_Phasianidae_Tympanuchus_cupido,GALLIFORMES,Phasianidae,Tympanuchus,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Tympanuchus_phasianellus_RTK533,GALLIFORMES_Phasianidae_Tympanuchus_phasianellus,GALLIFORMES,Phasianidae,Tympanuchus,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Lagopus_muta_GCA_004320205,GALLIFORMES_Phasianidae_Lagopus_muta,GALLIFORMES,Phasianidae,Lagopus,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Lerwa_lerwa_FMNH424697,GALLIFORMES_Phasianidae_Lerwa_lerwa,GALLIFORMES,Phasianidae,Lerwa,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Tetraophasis_obscurus_FMNH109173,GALLIFORMES_Phasianidae_Tetraophasis_obscurus,GALLIFORMES,Phasianidae,Tetraophasis,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Tetraogallus_altaicus_UWBM75676,GALLIFORMES_Phasianidae_Tetraogallus_altaicus,GALLIFORMES,Phasianidae,Tetraogallus,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Tetraogallus_himalayensis_FLMNHB26339,GALLIFORMES_Phasianidae_Tetraogallus_himalayensis,GALLIFORMES,Phasianidae,Tetraogallus,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Alectoris_rufa_RTK384,GALLIFORMES_Phasianidae_Alectoris_rufa,GALLIFORMES,Phasianidae,Alectoris,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Alectoris_chukar_RTK383,GALLIFORMES_Phasianidae_Alectoris_chukar,GALLIFORMES,Phasianidae,Alectoris,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Ammoperdix_heyi_LSUMZB20815,GALLIFORMES_Phasianidae_Ammoperdix_heyi,GALLIFORMES,Phasianidae,Ammoperdix,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Francolinus_francolinus_RTK426,GALLIFORMES_Phasianidae_Francolinus_francolinus,GALLIFORMES,Phasianidae,Francolinus,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Scleroptila_afra_LSUMZB34277,GALLIFORMES_Phasianidae_Scleroptila_afra,GALLIFORMES,Phasianidae,Scleroptila,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Pternistis_afer_FLMNH46699,GALLIFORMES_Phasianidae_Pternistis_afer,GALLIFORMES,Phasianidae,Pternistis,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Pternistis_ahantensis_LSUMZB45279,GALLIFORMES_Phasianidae_Pternistis_ahantensis,GALLIFORMES,Phasianidae,Pternistis,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Pternistis_bicalcaratus_LSUMZB39312,GALLIFORMES_Phasianidae_Pternistis_bicalcaratus,GALLIFORMES,Phasianidae,Pternistis,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Pternistis_swainsonii_UWBM53121,GALLIFORMES_Phasianidae_Pternistis_swainsonii,GALLIFORMES,Phasianidae,Pternistis,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Pternistis_leucoscepus_FLMNH45712,GALLIFORMES_Phasianidae_Pternistis_leucoscepus,GALLIFORMES,Phasianidae,Pternistis,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Perdix_dauurica_UWBM66631,GALLIFORMES_Phasianidae_Perdix_dauurica,GALLIFORMES,Phasianidae,Perdix,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Perdix_perdix_RTK480,GALLIFORMES_Phasianidae_Perdix_perdix,GALLIFORMES,Phasianidae,Perdix,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Margaroperdix_madagarensis_FMNH384730,GALLIFORMES_Phasianidae_Margaroperdix_madagarensis,GALLIFORMES,Phasianidae,Margaroperdix,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Melanoperdix_niger_FMNH405025,GALLIFORMES_Phasianidae_Melanoperdix_niger,GALLIFORMES,Phasianidae,Melanoperdix,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Coturnix_coromandelica_FMNH423162,GALLIFORMES_Phasianidae_Coturnix_coromandelica,GALLIFORMES,Phasianidae,Coturnix,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Coturnix_delegorguei_ZMUC136472,GALLIFORMES_Phasianidae_Coturnix_delegorguei,GALLIFORMES,Phasianidae,Coturnix,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Coturnix_japonica_YPM140056,GALLIFORMES_Phasianidae_Coturnix_japonica,GALLIFORMES,Phasianidae,Coturnix,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Coturnix_pectoralis_UWBM57615,GALLIFORMES_Phasianidae_Coturnix_pectoralis,GALLIFORMES,Phasianidae,Coturnix,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Coturnix_ypsilophora_ANSP22960,GALLIFORMES_Phasianidae_Synoicus_ypsilophorus,GALLIFORMES,Phasianidae,Synoicus,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Coturnix_adansonii_FMNH423163,GALLIFORMES_Phasianidae_Synoicus_adansonii,GALLIFORMES,Phasianidae,Synoicus,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Coturnix_chinensis_RTK413,GALLIFORMES_Phasianidae_Synoicus_chinensis,GALLIFORMES,Phasianidae,Synoicus,Galloanserae,NA,NA,NA,NA,NA,NA,NA
coturnix_coturnix,GALLIFORMES_Phasianidae_Coturnix_coturnix,GALLIFORMES,Phasianidae,Coturnix,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Anurophasis_monorthonyx_YPM73050,GALLIFORMES_Phasianidae_Synoicus_monorthonyx,GALLIFORMES,Phasianidae,Synoicus,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Perdicula_erythrorhyncha_LSUMZ51359,GALLIFORMES_Phasianidae_Perdicula_erythrorhyncha,GALLIFORMES,Phasianidae,Perdicula,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Arborophila_torqueola_TC_257,GALLIFORMES_Phasianidae_Arborophila_torqueola,GALLIFORMES,Phasianidae,Arborophila,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Arborophila_rufogularis_LSUMZB51357,GALLIFORMES_Phasianidae_Arborophila_rufogularis,GALLIFORMES,Phasianidae,Arborophila,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Caloperdix_oculeus_LSUMZB20715,GALLIFORMES_Phasianidae_Caloperdix_oculeus,GALLIFORMES,Phasianidae,Caloperdix,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Haematortyx_sanguiniceps_LSUMZB52646,GALLIFORMES_Phasianidae_Haematortyx_sanguiniceps,GALLIFORMES,Phasianidae,Haematortyx,Galloanserae,NA,NA,NA,NA,NA,NA,NA
rollulus_rouloul,GALLIFORMES_Phasianidae_Rollulus_rouloul,GALLIFORMES,Phasianidae,Rollulus,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Bambusicola_thoracicus_RTK389,GALLIFORMES_Phasianidae_Bambusicola_thoracicus,GALLIFORMES,Phasianidae,Bambusicola,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Galloperdix_spadicea_LSUMZ39646,GALLIFORMES_Phasianidae_Galloperdix_spadicea,GALLIFORMES,Phasianidae,Galloperdix,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Tragopan_blythii_RTK502,GALLIFORMES_Phasianidae_Tragopan_blythii,GALLIFORMES,Phasianidae,Tragopan,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Tragopan_caboti_RTK503,GALLIFORMES_Phasianidae_Tragopan_caboti,GALLIFORMES,Phasianidae,Tragopan,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Tragopan_satyra_RTK504,GALLIFORMES_Phasianidae_Tragopan_satyra,GALLIFORMES,Phasianidae,Tragopan,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Tragopan_temminckii_RTK527,GALLIFORMES_Phasianidae_Tragopan_temminckii,GALLIFORMES,Phasianidae,Tragopan,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Pucrasia_macrolopha_CaptiveRTK_490,GALLIFORMES_Phasianidae_Pucrasia_macrolopha,GALLIFORMES,Phasianidae,Pucrasia,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Lophophorus_impejanus_RTK444,GALLIFORMES_Phasianidae_Lophophorus_impejanus,GALLIFORMES,Phasianidae,Lophophorus,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Gallus_gallus_NCBI_genome,GALLIFORMES_Phasianidae_Gallus_gallus,GALLIFORMES,Phasianidae,Gallus,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Gallus_lafayettii_RTK432,GALLIFORMES_Phasianidae_Gallus_lafayettii,GALLIFORMES,Phasianidae,Gallus,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Gallus_sonneratii_RTK433,GALLIFORMES_Phasianidae_Gallus_sonneratii,GALLIFORMES,Phasianidae,Gallus,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Gallus_varius_RTK438,GALLIFORMES_Phasianidae_Gallus_varius,GALLIFORMES,Phasianidae,Gallus,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Lophura_diardi_CaptiveRTK_445,GALLIFORMES_Phasianidae_Lophura_diardi,GALLIFORMES,Phasianidae,Lophura,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Lophura_edwardsi_FLMNH45547,GALLIFORMES_Phasianidae_Lophura_edwardsi,GALLIFORMES,Phasianidae,Lophura,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Lophura_ignita_RTK449,GALLIFORMES_Phasianidae_Lophura_ignita,GALLIFORMES,Phasianidae,Lophura,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Lophura_inornata_RTK450,GALLIFORMES_Phasianidae_Lophura_inornata,GALLIFORMES,Phasianidae,Lophura,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Lophura_leucomelanos_RTK454,GALLIFORMES_Phasianidae_Lophura_leucomelanos,GALLIFORMES,Phasianidae,Lophura,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Lophura_nycthemera_RTK452,GALLIFORMES_Phasianidae_Lophura_nycthemera,GALLIFORMES,Phasianidae,Lophura,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Lophura_swinhoii_RTK453,GALLIFORMES_Phasianidae_Lophura_swinhoii,GALLIFORMES,Phasianidae,Lophura,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Crossoptilon_auritum_RTK418,GALLIFORMES_Phasianidae_Crossoptilon_auritum,GALLIFORMES,Phasianidae,Crossoptilon,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Crossoptilon_crossoptilon_RTK419,GALLIFORMES_Phasianidae_Crossoptilon_crossoptilon,GALLIFORMES,Phasianidae,Crossoptilon,Galloanserae,NA,NA,NA,NA,NA,NA,NA
Catreus_wallichii_RTK408,GALLIFORMES_Phasianidae_Catreus_wallichii,GALLIFORMES,Phasianidae,Catreus,Galloanserae,NA,NA,NA,NA,NA,NA,NA
