taxon,palgalans,nonlb,water,raptor,cor1,alcedin,pici,par+,psit,psitac,sub1,furn1,furn2,furn3,thm1,thm2,sub2,sub3,tyr1,tyr2,tyr3,tyr4,osc1,osc2,osc3
CHARADRIIFORMES_Charadriidae_phegornis mitchelli,,,1,,,,,1,,,,,,,,,,,,,,,,,
CHARADRIIFORMES_Pluvianidae_pluvianus aegyptius,,1,1,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES_Rostratulidae_rostratula benghalensis,,1,1,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES_Jacanidae_jacana jacana,,1,1,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES_Pedionomidae_pedionomus torquatus,,1,1,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES_Thinocoridae_thinocorus orbignyianus2,,1,1,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES_Scolopacidae_Limosa lapponica,,1,1, ,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES_Scolopacidae_arenaria interpres,,,1,1, ,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES_Scolopacidae_Calidris pugnax,,,1,,1,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES_Scolopacidae_Calidris pygmaea,,,1,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES_Scolopacidae_Scolopax mira,,,1,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES_Dromadidae_dromas ardeola,,1,1,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES_Glareolidae_glareola cinerea,,1,1,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES_Laridae_larus argentatus,,1,1,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES_Laridae_Sterna hirundo,,,1,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES_Stercorariidae_stercorarius pomarinus,,1,1,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES_Alcidae_Uria aalge,,1,1,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES_Alcidae_Uria lomvia,,,1,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES_Alcidae_alca torda,,,1,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES_Alcidae_Fratercula cirrhata,,,1,,,,,,,,,,,,,,,,,,,,,,
EURYPYGIFORMES_Rhynochetidae_rhynochetos jubatus,,1,1,1, ,,, ,,,,,,,,,,,,,,,,,
EURYPYGIFORMES_Eurypygidae_Eurypyga helias,,,1,,1,,,1,,,,,,,,,,,,,,,,,
PHAETHONTIFORMES_Phaethontidae_Phaethon lepturus,,1,1,1, ,,, ,,,,,,,,,,,,,,,,,
PHAETHONTIFORMES_Phaethontidae_phaethon rubicauda,,,1,,1,,,1,,,,,,,,,,,,,,,,,
GAVIIFORMES_Gaviidae_Gavia stellata, ,1,1,1, ,,, ,,,,,,,,,,,,,,,,,
GAVIIFORMES_Gaviidae_gavia immer,1,,1,,1,,,,,,,,,,,,,,,,,,,,
SPHENISCIFORMES_Spheniscidae_Aptenodytes forsteri,1, ,1, ,  ,,,  ,,,,,,,,,,,,,,,,,
SPHENISCIFORMES_Spheniscidae_aptenodytes patagonicus,,,1,,,,,1,,,,,,,,,,,,,,,,,
SPHENISCIFORMES_Spheniscidae_Pygoscelis adeliae,,1,1,,,,,,,,,,,,,,,,,,,,,,
SPHENISCIFORMES_Spheniscidae_Pygoscelis papua,,,1,,,,,,,,,,,,,,,,,,,,,,
SPHENISCIFORMES_Spheniscidae_Eudyptula albosignata,,,1,1,,,,,,,,,,,,,,,,,,,,,
SPHENISCIFORMES_Spheniscidae_Eudyptula novaehollandiae,,,1,,,,,,,,,,,,,,,,,,,,,,
SPHENISCIFORMES_Spheniscidae_eudyptula minor,,,1,,,,,,,,,,,,,,,,,,,,,,
SPHENISCIFORMES_Spheniscidae_Spheniscus demersus,,,1,,1,,,,,,,,,,,,,,,,,,,,
SPHENISCIFORMES_Spheniscidae_Spheniscus humboldti,,,1,,,,,,,,,,,,,,,,,,,,,,
SPHENISCIFORMES_Spheniscidae_Spheniscus magellanicus,,,1,,,,,,,,,,,,,,,,,,,,,,
SPHENISCIFORMES_Spheniscidae_Spheniscus mendiculus,,,1,,,,,,,,,,,,,,,,,,,,,,
SPHENISCIFORMES_Spheniscidae_Megadyptes antipodes,,,1,,,,,1,,,,,,,,,,,,,,,,,
SPHENISCIFORMES_Spheniscidae_Eudyptes chrysocome,,,1,,,,,,,,,,,,,,,,,,,,,,
SPHENISCIFORMES_Spheniscidae_Eudyptes chrysolophus,,,1,,,,,,,,,,,,,,,,,,,,,,
SPHENISCIFORMES_Spheniscidae_Eudyptes filholi,,,1,,,,,,,,,,,,,,,,,,,,,,
SPHENISCIFORMES_Spheniscidae_Eudyptes moseleyi,,,1,,,,,,,,,,,,,,,,,,,,,,
SPHENISCIFORMES_Spheniscidae_Eudyptes pachyrhynchus,,,1,,,,,,,,,,,,,,,,,,,,,,
SPHENISCIFORMES_Spheniscidae_Eudyptes robustus,,,1,,,,,,,,,,,,,,,,,,,,,,
SPHENISCIFORMES_Spheniscidae_Eudyptes schlegeli,,,1,,,,,,,,,,,,,,,,,,,,,,
SPHENISCIFORMES_Spheniscidae_Eudyptes sclateri,,,1,,,,,,,,,,,,,,,,,,,,,,
PROCELLARIIFORMES_Oceanitidae_oceanites oceanicus,,1,1, , ,,, ,,,,,,,,,,,,,,,,,
PROCELLARIIFORMES_Diomedeidae_Phoebastria albatrus,,,1,1,,,,,,,,,,,,,,,,,,,,,
PROCELLARIIFORMES_Diomedeidae_diomedea nigripes,,,1,,1,,,,,,,,,,,,,,,,,,,,
PROCELLARIIFORMES_Hydrobatidae_oceanodroma tethys,,,1,,,,,1,,,,,,,,,,,,,,,,,
PROCELLARIIFORMES_Procellariidae_Fulmarus glacialis,,,1,,,,,,,,,,,,,,,,,,,,,,
PROCELLARIIFORMES_Procellariidae_puffinus griseus,,,1,,,,,,,,,,,,,,,,,,,,,,
PROCELLARIIFORMES_Procellariidae_pelecanoides urinatrix,,,1,,,,,,,,,,,,,,,,,,,,,,
CICONIIFORMES_Ciconiidae_mycteria americana,,1,1,  ,  ,,,1,,,,,,,,,,,,,,,,,
CICONIIFORMES_Ciconiidae_Ciconia boyciana,,,1,1,,,,,,,,,,,,,,,,,,,,,
CICONIIFORMES_Ciconiidae_ciconia ciconia,,,1,,1,,,,,,,,,,,,,,,,,,,,
SULIFORMES_Fregatidae_fregata magnificens,,1,1, ,  ,,, ,,,,,,,,,,,,,,,,,
SULIFORMES_Sulidae_morus bassanus,,,1,1,,,,,,,,,,,,,,,,,,,,,
SULIFORMES_Sulidae_sula leucogaster,,,1,, ,,,,,,,,,,,,,,,,,,,,
SULIFORMES_Anhingidae_anhinga anhinga,,,1,,,,,1,,,,,,,,,,,,,,,,,
SULIFORMES_Phalacrocoracidae_Phalacrocorax pelagicus,,,1,,1,,,,,,,,,,,,,,,,,,,,
SULIFORMES_Phalacrocoracidae_Phalacrocorax auritus,,,1,,,,,,,,,,,,,,,,,,,,,,
SULIFORMES_Phalacrocoracidae_Phalacrocorax harrisi,,,1,,,,,,,,,,,,,,,,,,,,,,
SULIFORMES_Phalacrocoracidae_Phalacrocorax brasilianus,,,1,,,,,,,,,,,,,,,,,,,,,,
PELECANIFORMES_Threskiornithidae_Nipponia nippon,,1,1, , ,,, ,,,,,,,,,,,,,,,,,
PELECANIFORMES_Threskiornithidae_Mesembrinibis cayennensis,,,1,1,,,,,,,,,,,,,,,,,,,,,
PELECANIFORMES_Threskiornithidae_eudocimus albus,,,1,,1,,,,,,,,,,,,,,,,,,,,
PELECANIFORMES_Threskiornithidae_ajaia ajaja,,,1,,,,,1,,,,,,,,,,,,,,,,,
PELECANIFORMES_Ardeidae_cochlearius cochlearius2,,,1,,,,,,,,,,,,,,,,,,,,,,
PELECANIFORMES_Ardeidae_ardea herodias,,,1,,,,,,,,,,,,,,,,,,,,,,
PELECANIFORMES_Ardeidae_Egretta garzetta,,,1,,,,,,,,,,,,,,,,,,,,,,
PELECANIFORMES_Scopidae_scopus umbretta,,,1,,,,,,,,,,,,,,,,,,,,,,
PELECANIFORMES_Balaenicipitidae_belaeniceps rex,,,1,,,,,,,,,,,,,,,,,,,,,,
PELECANIFORMES_Pelecanidae_Pelecanus crispus,,,1,,,,,,,,,,,,,,,,,,,,,,
PELECANIFORMES_Pelecanidae_pelecanus occidentalis,,,1,,,,,,,,,,,,,,,,,,,,,,
OPISTHOCOMIFORMES_Opisthocomidae_opisthocomus hoazin,,1,1,,,,,,,,,,,,,,,,,,,,,,
ACCIPITRIFORMES_Cathartidae_sarcoramphus papa,, , ,1, ,1, , , ,1,,,,,,,,,,,,,,,
ACCIPITRIFORMES_Cathartidae_Cathartes aura,,1,,1,1,,,,,,,,,,,,,,,,,,,,
ACCIPITRIFORMES_Sagittariidae_sagittarius serpentarius,,,,1, ,1,,1,,,,,,,,,,,,,,,,,
ACCIPITRIFORMES_Pandionidae_pandion haliaetus,,,,1,1,1,, ,,,,,,,,,,,,,,,,,
ACCIPITRIFORMES_Accipitridae_gampsonyx swainsoni,,,1,1, ,  ,, ,,,,,,,,,,,,,,,,,
ACCIPITRIFORMES_Accipitridae_elanoides forficatus,,,,1,1,,,,,,,,,,,,,,,,,,,,
ACCIPITRIFORMES_Accipitridae_Nisaetus nipalensis,,,,1,,1,,,,,,,,,,,,,,,,,,,
ACCIPITRIFORMES_Accipitridae_Aquila chrysaetos,,,,1,,, ,1,,,,,,,,,,,,,,,,,
ACCIPITRIFORMES_Accipitridae_Accipiter nisus,,,,1,,,1,,,,,,,,,,,,,,,,,,
ACCIPITRIFORMES_Accipitridae_Haliaeetus leucocephalus,,,,1,,,,1,,,,,,,,,,,,,,,,,
ACCIPITRIFORMES_Accipitridae_Haliaeetus pelagicus,,,,1,,,,,,1,,,,,,,,,,,,,,,
ACCIPITRIFORMES_Accipitridae_Buteo japonicus,,,,1,1,,,,,,,,,,,,,,,,,,,,
ACCIPITRIFORMES_Accipitridae_buteo jamaicensis,,,,1,,,,1,,,,,,,,,,,,,,,,,
STRIGIFORMES_Tytonidae_Tyto alba,,,1,1, , ,1, , , ,,,,,,,,,,,,,,,
STRIGIFORMES_Tytonidae_phodilus badius,,,,1,1,1,,,,,,,,,,,,,,,,,,,
STRIGIFORMES_Strigidae_Uroglaux dimorpha,, ,,1, , ,, ,,,,,,,,,,,,,,,,,
STRIGIFORMES_Strigidae_Ninox jacquinoti,,1,,1,,,,,,,,,,,,,,,,,,,,,
STRIGIFORMES_Strigidae_Ninox superciliaris,,,,1,,,,,,,,,,,,,,,,,,,,,
STRIGIFORMES_Strigidae_Ninox boobook,,,,1,,,,,,,,,,,,,,,,,,,,,
STRIGIFORMES_Strigidae_Sceloglaux albifaces,,,,1,1,,,,,,,,,,,,,,,,,,,,
STRIGIFORMES_Strigidae_Margarobyas lawrencii,,,,1,,1,,,,,,,,,,,,,,,,,,,
STRIGIFORMES_Strigidae_Micrathene whitneyi,,,,1,,,1,,,,,,,,,,,,,,,,,,
STRIGIFORMES_Strigidae_Xenoglaux loweryi,,,,1,,,,,,1,,,,,,,,,,,,,,,
STRIGIFORMES_Strigidae_Aegolius funereus,,,,1,,,,1,,,,,,,,,,,,,,,,,
STRIGIFORMES_Strigidae_Athene cunicularia,,,,1,,,,,,,,,,,,,,,,,,,,,
STRIGIFORMES_Strigidae_Athene noctua,,,,1,,,,,,,,,,,,,,,,,,,,,
STRIGIFORMES_Strigidae_Surnia ulula,,,,1,,,,,1,,,,,,,,,,,,,,,,
STRIGIFORMES_Strigidae_Glaucidium brodiei,,,,1,,,,1,,,,,,,,,,,,,,,,,
STRIGIFORMES_Strigidae_Glaucidium capense,,,,1,,,,,,,,,,,,,,,,,,,,,
STRIGIFORMES_Strigidae_Glaucidium gnoma,,,,1,,,,,,,,,,,,,,,,,,,,,
STRIGIFORMES_Strigidae_Glaucidium tephronotum,,,,1,,,,,,,,,,,,,,,,,,,,,
STRIGIFORMES_Strigidae_Pyrroglaux podarginus,,,,1,,,,,,,,,,,,,,,,,,,,,
STRIGIFORMES_Strigidae_Otus elegans,,,,1,,,,,,,,,,,,,,,,,,,,,
STRIGIFORMES_Strigidae_Otus gurneyi,,,,1,,,,,,,,,,,,,,,,,,,,,
STRIGIFORMES_Strigidae_Otus rufescens,,,,1,,,,,,,,,,,,,,,,,,,,,
STRIGIFORMES_Strigidae_Otus sunia,,,,1,,,,,,,,,,,,,,,,,,,,,
STRIGIFORMES_Strigidae_Ptilopsis granti,,,,1,,,,,,,,,,,,,,,,,,,,,
STRIGIFORMES_Strigidae_Pseudoscops clamator,,,,1,,,,,,,,,,,,,,,,,,,,,
STRIGIFORMES_Strigidae_Pseudoscops grammicus,,,,1,,,,,,,,,,,,,,,,,,,,,
STRIGIFORMES_Strigidae_Nesasio solomonensis,,,,1,,,,,,,,,,,,,,,,,,,,,
STRIGIFORMES_Strigidae_Asio otus,,,,1,,,,,,,,,,,,,,,,,,,,,
STRIGIFORMES_Strigidae_Asio flammeus,,,,1,,,,,,,,,,,,,,,,,,,,,
STRIGIFORMES_Strigidae_Jubula lettii,,,,1,,,,,,,,,,,,,,,,,,,,,
STRIGIFORMES_Strigidae_Bubo scandiacus,,,,1,,,,,,,,,,,,,,,,,,,,,
STRIGIFORMES_Strigidae_Bubo cinerascens,,,,1,,,,,,,,,,,,,,,,,,,,,
STRIGIFORMES_Strigidae_Bubo nipalensis,,,,1,,,,,,,,,,,,,,,,,,,,,
STRIGIFORMES_Strigidae_Bubo blakistoni,,,,1,,,,,,,,,,,,,,,,,,,,,
STRIGIFORMES_Strigidae_Bubo bubo,,,,1,,,,,,,,,,,,,,,,,,,,,
STRIGIFORMES_Strigidae_Scotopelia peli,,,,1,,,,,,,,,,,,,,,,,,,,,
STRIGIFORMES_Strigidae_Ketupa ketupu,,,,1,,,,,,,,,,,,,,,,,,,,,
STRIGIFORMES_Strigidae_Psiloscops flammeolus,,,,1,,,,,,,,,,,,,,,,,,,,,
STRIGIFORMES_Strigidae_Megascops asio,,,,1,,,,,,,,,,,,,,,,,,,,,
STRIGIFORMES_Strigidae_Megascops nudipes,,,,1,,,,,,,,,,,,,,,,,,,,,
STRIGIFORMES_Strigidae_Megascops albogularis,,,,1,,,,,,,,,,,,,,,,,,,,,
STRIGIFORMES_Strigidae_Pulsatrix melanota,,,,1,,,,,,,,,,,,,,,,,,,,,
STRIGIFORMES_Strigidae_Lophostrix cristata,,,,1,,,,,,,,,,,,,,,,,,,,,
STRIGIFORMES_Strigidae_Strix aluco,,,,1,,,,,,,,,,,,,,,,,,,,,
STRIGIFORMES_Strigidae_Strix varia,,,,1,,,,,,,,,,,,,,,,,,,,,
STRIGIFORMES_Strigidae_Ciccaba virgata,,,,1,,,,,,,,,,,,,,,,,,,,,
STRIGIFORMES_Strigidae_Strix rufipes,,,,1,,,,,,,,,,,,,,,,,,,,,
STRIGIFORMES_Strigidae_Strix woodfordii,,,,1,,,,,,,,,,,,,,,,,,,,,
STRIGIFORMES_Strigidae_Strix nigrolineata,,,,1,,,,,,,,,,,,,,,,,,,,,
STRIGIFORMES_Strigidae_strix occidentalis,,,,1,,,,,,,,,,,,,,,,,,,,,
COLIIFORMES_Coliidae_Colius striatus,,,,1, , ,1,1,,,,,,,,,,,,,,,,,
COLIIFORMES_Coliidae_colius colius,,,,1,1,,,,,,,,,,,,,,,,,,,,
COLIIFORMES_Coliidae_urocolius indicus,,,,1,,1,, ,,,,,,,,,,,,,,,,,
LEPTOSOMIFORMES_Leptosomidae_Leptosomus discolor,, ,,1,1, ,1, ,,,,,,,,,,,,,,,,,
TROGONIFORMES_Trogonidae_Euptilotis neoxenus,, , ,1,1, , , , , ,,,,,,,,,,,,,,,
TROGONIFORMES_Trogonidae_Pharomacrus antisianus,,,1,,1,,,,, ,,,,,,,,,,,,,,,
TROGONIFORMES_Trogonidae_pharomachrus auriceps,,1,,,1,,,,,,,,,,,,,,,,,,,,
TROGONIFORMES_Trogonidae_Priotelus roseigaster,,,,,1,,,,,1,,,,,,,,,,,,,,,
TROGONIFORMES_Trogonidae_Priotelus temnurus,,,,,1,,,,,,,,,,,,,,,,,,,,
TROGONIFORMES_Trogonidae_Trogon viridis,,,,,1,1,,,,,,,,,,,,,,,,,,,
TROGONIFORMES_Trogonidae_Trogon violaceus,,,,,1,,,1,,,,,,,,,,,,,,,,,
TROGONIFORMES_Trogonidae_trogon personata,,,,,1,,,,,,,,,,,,,,,,,,,,
TROGONIFORMES_Trogonidae_Apaloderma aequatoriale,,,,,1,,1,,,,,,,,,,,,,,,,,,
TROGONIFORMES_Trogonidae_Apaloderma vittatum,,,,,1,,,,,,,,,,,,,,,,,,,,
TROGONIFORMES_Trogonidae_apaloderma narina,,,,,1,,,,,,,,,,,,,,,,,,,,
TROGONIFORMES_Trogonidae_apalharpactes mackloti,,,,,1,,,,1,,,,,,,,,,,,,,,,
TROGONIFORMES_Trogonidae_Harpactes erythrocephalus,,,,,1,,,1,,,,,,,,,,,,,,,,,
TROGONIFORMES_Trogonidae_Harpactes oreskios,,,,,1,,,,,,,,,,,,,,,,,,,,
TROGONIFORMES_Trogonidae_harpactes ardens,,,,,1,,1,,,,,,,,,,,,,,,,,,
BUCEROTIFORMES_Upupidae_upupa epops,,, ,1,1,1, , , , ,,,,,,,,,,,,,,,
BUCEROTIFORMES_Phoeniculidae_phoeniculus purpureus,,,,1,1, ,,1,,,,,,,,,,,,,,,,,
BUCEROTIFORMES_Phoeniculidae_rhinopomastus cyanomelas,,,1,,1,1,,,,,,,,,,,,,,,,,,,
BUCEROTIFORMES_Bucorvidae_bucorvus abyssinicus,,,,1,1, ,, ,,,,,,,,,,,,,,,,,
BUCEROTIFORMES_Bucerotidae_tockus camurus,,,,1,1,,,,,,,,,,,,,,,,,,,,
BUCEROTIFORMES_Bucerotidae_Bycanistes cylindricus,,,,,1,1,,,,1,,,,,,,,,,,,,,,
BUCEROTIFORMES_Bucerotidae_Berenicornis comatus,,,,,1,,,1,,,,,,,,,,,,,,,,,
BUCEROTIFORMES_Bucerotidae_Buceros rhinoceros,,,,,1,,,,1,,,,,,,,,,,,,,,,
CORACIIFORMES_Coraciidae_Coracias abyssinicus,,,1, ,1, , , , , ,,,,,,,,,,,,,,,
CORACIIFORMES_Coraciidae_Coracias benghalensis,,,,,1,,,,,,,,,,,,,,,,,,,,
CORACIIFORMES_Coraciidae_Coracias cyanogaster,,,,,1,,,,,,,,,,,,,,,,,,,,
CORACIIFORMES_Coraciidae_Coracias garrulus,,,,,1,,,,,,,,,,,,,,,,,,,,
CORACIIFORMES_Coraciidae_Coracias naevius,,,,,1,,,,1,,,,,,,,,,,,,,,,
CORACIIFORMES_Coraciidae_Coracias spatulata,,,,,1,,,,,,,,,,,,,,,,,,,,
CORACIIFORMES_Coraciidae_coracias caudata2,,,,,1,,,,,,,,,,,,,,,,,,,,
CORACIIFORMES_Coraciidae_Coracias temminckii,,,,,1,,,,,,,,,,,,,,,,,,,,
CORACIIFORMES_Coraciidae_Eurystomus azureus,,,,1,1,,,,,,,,,,,,,,,,,,,,
CORACIIFORMES_Coraciidae_Eurystomus glaucurus,,,,,1,,1,,,,,,,,,,,,,,,,,,
CORACIIFORMES_Coraciidae_Eurystomus gularis,,,,,1,,,,,1,,,,,,,,,,,,,,,
CORACIIFORMES_Coraciidae_Eurystomus orientalis,,,,,1,,,,,,,,,,,,,,,,,,,,
CORACIIFORMES_Brachypteraciidae_Brachypteracias leptosomus,,,,1,1,,,,,,,,,,,,,,,,,,,,
CORACIIFORMES_Brachypteraciidae_brachypteracias squamigera,,,,,1,1,,,,,,,,,,,,,,,,,,,
CORACIIFORMES_Brachypteraciidae_Atelornis crossleyi,,,,,1,,,,,,,,,,,,,,,,,,,,
CORACIIFORMES_Brachypteraciidae_Atelornis pittoides,,,,,1,,,,,,,,,,,,,,,,,,,,
CORACIIFORMES_Brachypteraciidae_Uratelornis chimaera,,,,,1,,,1,,,,,,,,,,,,,,,,,
CORACIIFORMES_Alcedinidae_Actenoides bougainvillei,,,, ,1,1,, ,,,,,,,,,,,,,,,,,
CORACIIFORMES_Alcedinidae_Actenoides capucinus,,,,,,1,,1,,,,,,,,,,,,,,,,,
CORACIIFORMES_Alcedinidae_Actenoides concretus,,,,1,,1,,,,,,,,,,,,,,,,,,,
CORACIIFORMES_Alcedinidae_Actenoides hombroni,,,,,,1,,,,,,,,,,,,,,,,,,,
CORACIIFORMES_Alcedinidae_Actenoides lindsayi,,,,,,1,,,,,,,,,,,,,,,,,,,
CORACIIFORMES_Alcedinidae_Actenoides princeps,,,,,,1,,,,,,,,,,,,,,,,,,,
CORACIIFORMES_Alcedinidae_Melidora macrorrhina,,,,,,1,,,,,,,,,,,,,,,,,,,
CORACIIFORMES_Alcedinidae_Lacedo pulchella,,,,,,1,,,,,,,,,,,,,,,,,,,
CORACIIFORMES_Alcedinidae_Tanysiptera ellioti,,,,,,1,,,,,,,,,,,,,,,,,,,
CORACIIFORMES_Alcedinidae_Tanysiptera galatea,,,,,,1,,,,,,,,,,,,,,,,,,,
CORACIIFORMES_Alcedinidae_Tanysiptera hydrocharis,,,,,,1,,,,,,,,,,,,,,,,,,,
CORACIIFORMES_Alcedinidae_Tanysiptera nigriceps,,,,,,1,,,,,,,,,,,,,,,,,,,
CORACIIFORMES_Alcedinidae_Tanysiptera nympha,,,,,,1,,,,,,,,,,,,,,,,,,,
CORACIIFORMES_Alcedinidae_Tanysiptera riedelii,,,,,,1,,,,,,,,,,,,,,,,,,,
CORACIIFORMES_Alcedinidae_Tanysiptera sylvia,,,,,,1,,,,,,,,,,,,,,,,,,,
CORACIIFORMES_Alcedinidae_Tanysiptera carolinae,,,,,,1,,,,,,,,,,,,,,,,,,,
CORACIIFORMES_Alcedinidae_Cittura cyanotis,,,,,,1,,,,,,,,,,,,,,,,,,,
CORACIIFORMES_Alcedinidae_Cittura sanghirensis,,,,,,1,,,,,,,,,,,,,,,,,,,
CORACIIFORMES_Alcedinidae_Clytoceyx rex,,,,,,1,,,,,,,,,,,,,,,,,,,
CORACIIFORMES_Alcedinidae_Dacelo gaudichaud,,,,,,1,,,,,,,,,,,,,,,,,,,
CORACIIFORMES_Alcedinidae_Dacelo tyro,,,,,,1,,,,,,,,,,,,,,,,,,,
CORACIIFORMES_Alcedinidae_dacelo novaeguineae,,,,,,1,,,,,,,,,,,,,,,,,,,
CORACIIFORMES_Alcedinidae_Dacelo leachii,,,,,,1,,,,,,,,,,,,,,,,,,,
CORACIIFORMES_Alcedinidae_Caridonax fulgidus,,,,,,1,,,,,,,,,,,,,,,,,,,
CORACIIFORMES_Alcedinidae_Pelargopsis capensis,,,, , ,1,,1,,,,,,,,,,,,,,,,,
CORACIIFORMES_Alcedinidae_Pelargopsis melanorhyncha,,,,,,1,,,,,,,,,,,,,,,,,,,
CORACIIFORMES_Alcedinidae_Pelargopsis amauroptera,,,,,,1,,,,,,,,,,,,,,,,,,,
CORACIIFORMES_Alcedinidae_Halcyon albiventris,,,,1,,1,,,,,,,,,,,,,,,,,,,
CORACIIFORMES_Alcedinidae_Halcyon badial,,,,,,1,,,,,,,,,,,,,,,,,,,
CORACIIFORMES_Alcedinidae_Halcyon chelicuti,,,,,,1,,,,,,,,,,,,,,,,,,,
CORACIIFORMES_Alcedinidae_Halcyon coromanda,,,,,,1,,,,,,,,,,,,,,,,,,,
CORACIIFORMES_Alcedinidae_Halcyon gularis,,,,,,1,,,,,,,,,,,,,,,,,,,
CORACIIFORMES_Alcedinidae_Halcyon leucocephala,,,,,,1,,,,,,,,,,,,,,,,,,,
CORACIIFORMES_Alcedinidae_Halcyon malimbica,,,,,,1,,,,,,,,,,,,,,,,,,,
CORACIIFORMES_Alcedinidae_Halcyon pileataioz,,,,,,1,,,,,,,,,,,,,,,,,,,
CORACIIFORMES_Alcedinidae_Halcyon senegalensis,,,,,,1,,,,,,,,,,,,,,,,,,,
CORACIIFORMES_Alcedinidae_Halcyon senegaloides,,,,,,1,,,,,,,,,,,,,,,,,,,
CORACIIFORMES_Alcedinidae_Halcyon cyanoventris,,,,,,1,,,,,,,,,,,,,,,,,,,
CORACIIFORMES_Alcedinidae_Todiramphus albonotatus,,,,,1,1,,,,,,,,,,,,,,,,,,,
CORACIIFORMES_Alcedinidae_Todiramphus australasia,,,,,,1,,,,,,,,,,,,,,,,,,,
CORACIIFORMES_Alcedinidae_Todiramphus chloris,,,, , ,1,, ,,,,,,,,,,,,,,,,,
CORACIIFORMES_Alcedinidae_Todiramphus chloris,,,,,,1,,1,,,,,,,,,,,,,,,,,
CORACIIFORMES_Alcedinidae_Todiramphus chloris,,,,,,1,,,,,,,,,,,,,,,,,,,
CORACIIFORMES_Alcedinidae_Todiramphus chloris,,,,,,1,,,,,,,,,,,,,,,,,,,
CORACIIFORMES_Alcedinidae_Todiramphus cinnamominus,,,,,,1,,,,,,,,,,,,,,,,,,,
CORACIIFORMES_Alcedinidae_Todiramphus cinnamominus,,,,,,1,,,,,,,,,,,,,,,,,,,
CORACIIFORMES_Alcedinidae_Todiramphus colonus,,,,,,1,,,,,,,,,,,,,,,,,,,
CORACIIFORMES_Alcedinidae_Todiramphus diops,,,,,,1,,,,,,,,,,,,,,,,,,,
CORACIIFORMES_Alcedinidae_Todiramphus farquhari,,,,,,1,,,,,,,,,,,,,,,,,,,
CORACIIFORMES_Alcedinidae_Todiramphus funebris,,,,,,1,,,,,,,,,,,,,,,,,,,
CORACIIFORMES_Alcedinidae_Todiramphus gertrudae,,,,,,1,,,,,,,,,,,,,,,,,,,
CORACIIFORMES_Alcedinidae_Todiramphus lazuli,,,,,,1,,,,,,,,,,,,,,,,,,,
CORACIIFORMES_Alcedinidae_Todiramphus leucopygius,,,,,,1,,,,,,,,,,,,,,,,,,,
CORACIIFORMES_Alcedinidae_Todiramphus macleayii,,,,,,1,,,,,,,,,,,,,,,,,,,
CORACIIFORMES_Alcedinidae_Todiramphus nigrocyaneus,,,,,,1,,,,,,,,,,,,,,,,,,,
CORACIIFORMES_Alcedinidae_Todiramphus pyrrhopygius,,,,,,1,,,,,,,,,,,,,,,,,,,
CORACIIFORMES_Alcedinidae_Todiramphus ruficollaris,,,,,,1,,,,,,,,,,,,,,,,,,,
CORACIIFORMES_Alcedinidae_Todiramphus sanctus,,,,,,1,,,,,,,,,,,,,,,,,,,
CORACIIFORMES_Alcedinidae_Todiramphus saurophagus,,,,,,1,,,,,,,,,,,,,,,,,,,
CORACIIFORMES_Alcedinidae_Todiramphus tutus,,,,,,1,,,,,,,,,,,,,,,,,,,
CORACIIFORMES_Alcedinidae_Todiramphus veneratus,,,,,,1,,,,,,,,,,,,,,,,,,,
CORACIIFORMES_Alcedinidae_Todiramphus winchelli,,,,,,1,,,,,,,,,,,,,,,,,,,
CORACIIFORMES_Alcedinidae_Todiramphus chloris,,,,,,1,,,,,,,,,,,,,,,,,,,
CORACIIFORMES_Alcedinidae_Todiramphus enigma,,,,,,1,,,,,,,,,,,,,,,,,,,
CORACIIFORMES_Alcedinidae_Todiramphus godeffroyi,,,,,,1,,,,,,,,,,,,,,,,,,,
CORACIIFORMES_Alcedinidae_Todiramphus recurvirostris,,,,,,1,,,,,,,,,,,,,,,,,,,
CORACIIFORMES_Alcedinidae_Syma torotoro,,,,1,,1,,,,,,,,,,,,,,,,,,,
CORACIIFORMES_Alcedinidae_Syma megarhyncha,,,,, ,1,,,,,,,,,,,,,,,,,,,
CORACIIFORMES_Alcedinidae_Ispidina picta,,,,,,1,,,,,,,,,,,,,,,,,,,
